month,freq,excess,industry
9,6,0.0212817,服装家纺
9,6,0.035308465,包装印刷Ⅱ
9,6,0.024190424,化学制药
9,6,0.035659216,生物制品Ⅱ
9,6,0.038411124,医疗器械Ⅱ
9,6,0.056541496,医药商业Ⅱ
9,6,0.076937652,航空运输Ⅱ
9,6,0.070381071,餐饮Ⅱ
9,6,0.026829845,旅游综合Ⅱ
9,6,0.05073532,其他建材Ⅱ
9,6,0.08962711,电机Ⅱ
9,5,0.051908033,农业综合Ⅱ
9,5,0.028138654,种植业
9,5,0.025059619,化学制品
9,5,0.044117097,其他电子Ⅱ
9,5,0.022343073,造纸Ⅱ
9,5,0.031768697,电力
9,5,0.095212314,航运Ⅱ
9,5,0.054968328,多元金融Ⅱ
9,5,0.029098611,一般零售
9,5,0.065248515,专业零售
9,5,0.01710303,水泥制造Ⅱ
9,5,0.037209072,玻璃制造Ⅱ
9,4,0.039056188,农产品加工
9,4,0.042712547,饲料Ⅱ
9,4,0.048336184,渔业
9,4,0.009651783,元件Ⅱ
9,4,0.054730101,光学光电子
9,4,0.037439046,计算机设备Ⅱ
9,4,0.032250888,家用轻工
9,4,0.021773272,高速公路Ⅱ
9,4,0.115308173,物流Ⅱ
9,4,0.076782459,银行Ⅱ
9,4,0.021214035,酒店Ⅱ
9,4,0.013874722,其他交运设备Ⅱ
9,3,0.031523123,畜禽养殖Ⅱ
9,3,0.027285272,视听器材
9,3,0.052907131,环保工程及服务Ⅱ
9,3,0.020273527,水务Ⅱ
9,3,0.03134406,房地产开发Ⅱ
9,3,0.016119293,综合Ⅱ
9,3,0.151706711,互联网传媒
9,2,0.009631265,汽车服务Ⅱ
10,9,0.034434995,白色家电
10,8,0.04688909,水务Ⅱ
10,8,0.031461351,航运Ⅱ
10,8,0.069422938,通信运营Ⅱ
10,7,0.117804082,运输设备Ⅱ
10,7,0.01491183,饮料制造
10,7,0.029010858,电力
10,7,0.064231583,银行Ⅱ
10,7,0.043794127,水泥制造Ⅱ
10,7,0.023021213,电机Ⅱ
10,7,0.022541766,其他交运设备Ⅱ
10,6,0.029414772,饲料Ⅱ
10,6,0.027841584,种植业
10,6,0.044607785,钢铁Ⅱ
10,6,0.061067921,稀有金属
10,6,0.042013655,专用设备
10,6,0.027306026,其他电子Ⅱ
10,6,0.036170083,汽车整车
10,6,0.064083318,食品加工
10,6,0.035825832,中药Ⅱ
10,6,0.054964261,航空运输Ⅱ
10,6,0.051263147,机场Ⅱ
10,6,0.039560855,高速公路Ⅱ
10,6,0.038417406,房地产开发Ⅱ
10,6,0.073149396,证券Ⅱ
10,6,0.036002655,其他建材Ⅱ
10,6,0.035807459,高低压设备
10,5,0.054985885,林业Ⅱ
10,5,0.030570826,农产品加工
10,5,0.083263272,煤炭开采Ⅱ
10,5,0.080240422,石油开采Ⅱ
10,5,0.017961696,化学纤维
10,5,0.030908693,化学制品
10,5,0.079726426,石油化工
10,5,0.03762027,橡胶
10,5,0.028171927,通用机械
10,5,0.078549565,电子制造Ⅱ
10,5,0.039535557,汽车零部件Ⅱ
10,5,0.03218518,视听器材
10,5,0.032348258,包装印刷Ⅱ
10,5,0.031002575,化学制药
10,5,0.046587049,环保工程及服务Ⅱ
10,5,0.052176542,港口Ⅱ
10,5,0.048598499,物流Ⅱ
10,5,0.037564847,园区开发Ⅱ
10,5,0.061356197,电气自动化设备
10,5,0.032319339,航空装备Ⅱ
10,5,0.053737904,互联网传媒
10,4,0.064605168,动物保健Ⅱ
10,4,0.072898926,金属非金属新材料
10,4,0.07907906,工业金属
10,4,0.04796644,半导体
10,4,0.025410137,计算机设备Ⅱ
10,4,0.017825857,通信设备
10,4,0.051232289,生物制品Ⅱ
10,4,0.056450639,多元金融Ⅱ
10,4,0.010119677,一般零售
10,4,0.02972922,餐饮Ⅱ
10,4,0.047920319,景点
10,4,0.006329577,综合Ⅱ
10,4,0.057247936,电源设备
10,4,0.065541869,地面兵装Ⅱ
10,4,0.076891735,文化传媒
10,3,0.019561602,渔业
10,3,0.067328607,畜禽养殖Ⅱ
10,3,0.08178344,其他采掘Ⅱ
10,3,0.025147783,化学原料
10,3,0.061218939,塑料Ⅱ
10,3,0.034677736,光学光电子
10,3,0.052386672,汽车服务Ⅱ
10,3,0.022802152,造纸Ⅱ
10,3,0.086414366,医疗器械Ⅱ
10,3,0.056255735,医药商业Ⅱ
10,3,0.014579484,公交Ⅱ
10,3,0.011275256,贸易Ⅱ
10,3,0.029627952,专业零售
10,3,0.022254243,旅游综合Ⅱ
10,3,0.033938778,计算机应用
10,3,0.014246435,玻璃制造Ⅱ
10,2,0.021699646,农业综合Ⅱ
10,2,0.0209401,仪器仪表Ⅱ
10,2,0.046741882,元件Ⅱ
10,2,0.026311428,纺织制造
10,2,0.022892139,服装家纺
10,2,0.015125762,家用轻工
10,2,0.024937223,铁路运输Ⅱ
10,1,0.02515451,酒店Ⅱ
11,11,0.047181016,光学光电子
11,11,0.072608079,互联网传媒
11,10,0.031861033,家用轻工
11,10,0.045601344,景点
11,9,0.063453539,林业Ⅱ
11,9,0.069415783,农产品加工
11,9,0.04554548,畜禽养殖Ⅱ
11,9,0.018195914,汽车零部件Ⅱ
11,9,0.043710116,生物制品Ⅱ
11,9,0.067244969,医疗器械Ⅱ
11,9,0.070186454,医药商业Ⅱ
11,9,0.04875168,多元金融Ⅱ
11,9,0.062968969,餐饮Ⅱ
11,9,0.073122047,旅游综合Ⅱ
11,9,0.077045529,水泥制造Ⅱ
11,9,0.061228535,玻璃制造Ⅱ
11,9,0.05502702,航空装备Ⅱ
11,9,0.023627589,文化传媒
11,9,0.056231214,其他交运设备Ⅱ
11,8,0.048169149,动物保健Ⅱ
11,8,0.051583369,橡胶
11,8,0.058194827,半导体
11,8,0.073694103,其他电子Ⅱ
11,8,0.033467536,元件Ⅱ
11,8,0.079754327,汽车服务Ⅱ
11,8,0.060097258,饮料制造
11,8,0.049620829,中药Ⅱ
11,8,0.017593853,电力
11,8,0.069174925,航空运输Ⅱ
11,8,0.042382084,铁路运输Ⅱ
11,8,0.054899907,计算机应用
11,8,0.027198962,综合Ⅱ
11,7,0.063918568,渔业
11,7,0.029797065,化学纤维
11,7,0.025138245,化学制品
11,7,0.034303215,塑料Ⅱ
11,7,0.047226438,钢铁Ⅱ
11,7,0.02966928,工业金属
11,7,0.046216572,通用机械
11,7,0.07928687,仪器仪表Ⅱ
11,7,0.030888875,汽车整车
11,7,0.06130222,视听器材
11,7,0.046381999,纺织制造
11,7,0.05513709,包装印刷Ⅱ
11,7,0.060516015,化学制药
11,7,0.12110171,环保工程及服务Ⅱ
11,7,0.063509825,水务Ⅱ
11,7,0.042654922,房地产开发Ⅱ
11,7,0.039964454,园区开发Ⅱ
11,7,0.066888364,通信运营Ⅱ
11,7,0.047922875,电机Ⅱ
11,7,0.071219227,高低压设备
11,6,0.054335039,农业综合Ⅱ
11,6,0.069264007,其他采掘Ⅱ
11,6,0.050949414,化学原料
11,6,0.042384786,石油化工
11,6,0.049499868,专用设备
11,6,0.114115925,运输设备Ⅱ
11,6,0.075430592,电子制造Ⅱ
11,6,0.050387195,计算机设备Ⅱ
11,6,0.062107316,通信设备
11,6,0.067364913,食品加工
11,6,0.024827287,服装家纺
11,6,0.024653198,造纸Ⅱ
11,6,0.031192454,高速公路Ⅱ
11,6,0.037264096,酒店Ⅱ
11,6,0.14140681,电气自动化设备
11,6,0.070782586,电源设备
11,5,0.076343261,饲料Ⅱ
11,5,0.070737579,种植业
11,5,0.04491212,金属非金属新材料
11,5,0.033757935,白色家电
11,5,0.040072598,公交Ⅱ
11,5,0.049992728,物流Ⅱ
11,5,0.054769093,证券Ⅱ
11,5,0.056802924,一般零售
11,5,0.109289664,专业零售
11,5,0.078433369,其他建材Ⅱ
11,4,0.032927659,石油开采Ⅱ
11,4,0.023046429,港口Ⅱ
11,4,0.02608528,机场Ⅱ
11,4,0.040963078,银行Ⅱ
11,4,0.027190532,贸易Ⅱ
11,4,0.114028786,地面兵装Ⅱ
11,3,0.056170361,煤炭开采Ⅱ
11,3,0.031552896,航运Ⅱ
11,2,0.030494624,稀有金属
12,9,0.049071182,其他电子Ⅱ
12,9,0.043588908,饮料制造
12,8,0.047308771,钢铁Ⅱ
12,8,0.034724222,金属非金属新材料
12,8,0.015588955,专用设备
12,8,0.027748516,汽车整车
12,8,0.045097211,食品加工
12,8,0.055326515,航空运输Ⅱ
12,8,0.028008192,机场Ⅱ
12,8,0.111869745,通信运营Ⅱ
12,7,0.045770684,农产品加工
12,7,0.058067114,煤炭开采Ⅱ
12,7,0.064192867,其他采掘Ⅱ
12,7,0.059432245,石油开采Ⅱ
12,7,0.05673017,稀有金属
12,7,0.024576653,通用机械
12,7,0.045556163,港口Ⅱ
12,7,0.038062354,物流Ⅱ
12,7,0.074309315,银行Ⅱ
12,7,0.042769525,贸易Ⅱ
12,7,0.05428342,专业零售
12,7,0.050905656,景点
12,7,0.040517222,水泥制造Ⅱ
12,7,0.060660009,电气自动化设备
12,6,0.029799293,林业Ⅱ
12,6,0.040527629,饲料Ⅱ
12,6,0.080733659,动物保健Ⅱ
12,6,0.027460878,化学制品
12,6,0.061280393,石油化工
12,6,0.063135886,运输设备Ⅱ
12,6,0.030120907,元件Ⅱ
12,6,0.039158043,汽车零部件Ⅱ
12,6,0.047400026,白色家电
12,6,0.022171822,纺织制造
12,6,0.029766804,造纸Ⅱ
12,6,0.050280312,中药Ⅱ
12,6,0.016011559,房地产开发Ⅱ
12,6,0.053171653,旅游综合Ⅱ
12,5,0.038499615,农业综合Ⅱ
12,5,0.061267652,渔业
12,5,0.056029307,种植业
12,5,0.09010129,电子制造Ⅱ
12,5,0.107573322,通信设备
12,5,0.063209914,化学制药
12,5,0.068347971,生物制品Ⅱ
12,5,0.046477416,医疗器械Ⅱ
12,5,0.048705704,水务Ⅱ
12,5,0.024952888,公交Ⅱ
12,5,0.017614898,园区开发Ⅱ
12,5,0.139737149,餐饮Ⅱ
12,5,0.025574656,玻璃制造Ⅱ
12,5,0.051875765,其他建材Ⅱ
12,5,0.058107781,电机Ⅱ
12,5,0.064391038,高低压设备
12,5,0.057711577,互联网传媒
12,4,0.051023532,化学纤维
12,4,0.043969546,化学原料
12,4,0.032778006,塑料Ⅱ
12,4,0.078050019,工业金属
12,4,0.065793145,半导体
12,4,0.03045324,光学光电子
12,4,0.035019503,服装家纺
12,4,0.029197308,包装印刷Ⅱ
12,4,0.077763221,家用轻工
12,4,0.081997853,医药商业Ⅱ
12,4,0.047855043,电力
12,4,0.026637027,高速公路Ⅱ
12,4,0.053551752,一般零售
12,4,0.073610373,计算机应用
12,4,0.072053776,电源设备
12,4,0.076211139,文化传媒
12,3,0.036335595,橡胶
12,3,0.01400704,汽车服务Ⅱ
12,3,0.083256415,计算机设备Ⅱ
12,3,0.032262933,视听器材
12,3,0.037398117,航运Ⅱ
12,3,0.032432757,铁路运输Ⅱ
12,3,0.147457516,证券Ⅱ
12,3,0.038348364,酒店Ⅱ
12,3,0.0373474,综合Ⅱ
12,3,0.079888899,航空装备Ⅱ
12,3,0.114762815,其他交运设备Ⅱ
12,2,0.087707296,畜禽养殖Ⅱ
12,2,0.064669064,仪器仪表Ⅱ
12,2,0.021851102,环保工程及服务Ⅱ
12,1,0.04044881,多元金融Ⅱ
12,1,0.127964343,地面兵装Ⅱ
