trade_code,industry
002463.SZ,元件Ⅱ
002464.SZ,塑料Ⅱ
002465.SZ,通信设备
002466.SZ,稀有金属
002467.SZ,通信运营Ⅱ
002468.SZ,其他建材Ⅱ
002469.SZ,专业工程
002470.SZ,化学制品
002471.SZ,高低压设备
002472.SZ,汽车零部件Ⅱ
002473.SZ,白色家电
002474.SZ,计算机应用
002475.SZ,电子制造Ⅱ
002476.SZ,化学制品
002477.SZ,畜禽养殖Ⅱ
002478.SZ,钢铁Ⅱ
002479.SZ,环保工程及服务Ⅱ
002480.SZ,通用机械
002481.SZ,食品加工
002482.SZ,装修装饰Ⅱ
002483.SZ,专用设备
002484.SZ,元件Ⅱ
002485.SZ,服装家纺
002486.SZ,服装家纺
002487.SZ,金属制品Ⅱ
002488.SZ,汽车零部件Ⅱ
002489.SZ,家用轻工
002490.SZ,专用设备
002491.SZ,通信设备
002492.SZ,物流Ⅱ
002493.SZ,化学纤维
002494.SZ,服装家纺
002495.SZ,食品加工
002496.SZ,化学制品
002497.SZ,化学制品
002498.SZ,高低压设备
002499.SZ,专用设备
002500.SZ,证券Ⅱ
002501.SZ,工业金属
002502.SZ,家用轻工
002503.SZ,服装家纺
002504.SZ,半导体
002505.SZ,畜禽养殖Ⅱ
002506.SZ,电源设备
002507.SZ,食品加工
002508.SZ,白色家电
002509.SZ,专用设备
002510.SZ,通用机械
002511.SZ,造纸Ⅱ
002512.SZ,其他电子Ⅱ
002513.SZ,化学制品
002514.SZ,通用机械
002515.SZ,食品加工
002516.SZ,纺织制造
002517.SZ,纺织制造
002518.SZ,电源设备
002519.SZ,视听器材
002520.SZ,通用机械
002521.SZ,造纸Ⅱ
002522.SZ,包装印刷Ⅱ
002523.SZ,专用设备
002524.SZ,专业工程
002526.SZ,专用设备
002527.SZ,电气自动化设备
002528.SZ,计算机设备Ⅱ
002529.SZ,专用设备
002530.SZ,通用机械
002531.SZ,电源设备
002532.SZ,通用机械
002533.SZ,高低压设备
002534.SZ,电源设备
002535.SZ,专用设备
002536.SZ,汽车零部件Ⅱ
002537.SZ,通用机械
002538.SZ,化学制品
002539.SZ,化学制品
002540.SZ,工业金属
002541.SZ,专业工程
002542.SZ,专业工程
002543.SZ,白色家电
002544.SZ,通信设备
002545.SZ,高低压设备
002546.SZ,电气自动化设备
002547.SZ,电子制造Ⅱ
002548.SZ,饲料Ⅱ
002549.SZ,化学制品
002550.SZ,化学制药
002551.SZ,医疗器械Ⅱ
002552.SZ,通用机械
002553.SZ,汽车零部件Ⅱ
002554.SZ,采掘服务Ⅱ
002555.SZ,互联网传媒
002556.SZ,化学制品
002557.SZ,食品加工
002558.SZ,旅游综合Ⅱ
002559.SZ,通用机械
002560.SZ,高低压设备
002561.SZ,一般零售
002562.SZ,化学制品
002563.SZ,服装家纺
002564.SZ,专用设备
002565.SZ,包装印刷Ⅱ
002566.SZ,中药Ⅱ
002567.SZ,饲料Ⅱ
002568.SZ,食品加工
002569.SZ,服装家纺
002570.SZ,食品加工
002571.SZ,家用轻工
002572.SZ,家用轻工
002573.SZ,环保工程及服务Ⅱ
002574.SZ,家用轻工
002575.SZ,家用轻工
002576.SZ,电机Ⅱ
002577.SZ,计算机设备Ⅱ
002578.SZ,工业金属
002579.SZ,元件Ⅱ
002580.SZ,电源设备
002581.SZ,化学制品
002582.SZ,食品加工
002583.SZ,通信设备
002584.SZ,化学制品
002585.SZ,包装印刷Ⅱ
002586.SZ,基础建设
002587.SZ,光学光电子
002588.SZ,化学制品
002589.SZ,医药商业Ⅱ
002590.SZ,汽车零部件Ⅱ
002591.SZ,化学制品
002592.SZ,汽车零部件Ⅱ
002593.SZ,汽车零部件Ⅱ
002594.SZ,汽车整车
002595.SZ,通用机械
002596.SZ,其他建材Ⅱ
002597.SZ,化学制品
002598.SZ,通用机械
002599.SZ,包装印刷Ⅱ
002600.SZ,金属非金属新材料
002601.SZ,化学制品
002602.SZ,汽车零部件Ⅱ
002603.SZ,中药Ⅱ
002604.SZ,农产品加工
002605.SZ,家用轻工
002606.SZ,高低压设备
002607.SZ,汽车服务Ⅱ
002608.SZ,船舶制造Ⅱ
002609.SZ,计算机应用
002610.SZ,电源设备
002611.SZ,专用设备
002612.SZ,服装家纺
002613.SZ,专用设备
002614.SZ,白色家电
002615.SZ,家用轻工
002616.SZ,白色家电
002617.SZ,高低压设备
002618.SZ,元件Ⅱ
002619.SZ,其他建材Ⅱ
002620.SZ,装修装饰Ⅱ
002621.SZ,专用设备
002622.SZ,高低压设备
002623.SZ,玻璃制造Ⅱ
002624.SZ,其他建材Ⅱ
002625.SZ,汽车零部件Ⅱ
002626.SZ,化学制药
002627.SZ,公交Ⅱ
002628.SZ,基础建设
002629.SZ,采掘服务Ⅱ
002630.SZ,电源设备
002631.SZ,家用轻工
002632.SZ,化学制品
002633.SZ,通用机械
002634.SZ,服装家纺
002635.SZ,电子制造Ⅱ
002636.SZ,元件Ⅱ
002637.SZ,化学制品
002638.SZ,光学光电子
002639.SZ,通用机械
002640.SZ,服装家纺
002641.SZ,其他建材Ⅱ
002642.SZ,计算机应用
002643.SZ,化学制品
002644.SZ,中药Ⅱ
002645.SZ,专用设备
002646.SZ,饮料制造
002647.SZ,金属制品Ⅱ
002648.SZ,化学原料
002649.SZ,计算机应用
002650.SZ,食品加工
002651.SZ,专用设备
002652.SZ,其他建材Ⅱ
002653.SZ,化学制药
002654.SZ,光学光电子
002655.SZ,电子制造Ⅱ
002656.SZ,服装家纺
002657.SZ,计算机应用
002658.SZ,仪器仪表Ⅱ
002659.SZ,专业工程
002660.SZ,电子制造Ⅱ
002661.SZ,食品加工
002662.SZ,汽车零部件Ⅱ
002663.SZ,园林工程Ⅱ
002664.SZ,汽车零部件Ⅱ
002665.SZ,电源设备
002666.SZ,化学制品
002667.SZ,专用设备
002668.SZ,白色家电
002669.SZ,化学制品
002670.SZ,白色家电
002671.SZ,其他建材Ⅱ
002672.SZ,环保工程及服务Ⅱ
002673.SZ,证券Ⅱ
002674.SZ,纺织制造
002675.SZ,化学制药
002676.SZ,白色家电
002677.SZ,白色家电
002678.SZ,家用轻工
002679.SZ,林业Ⅱ
002680.SZ,专用设备
002681.SZ,白色家电
002682.SZ,公交Ⅱ
002683.SZ,化学制品
002684.SZ,汽车零部件Ⅱ
002685.SZ,专用设备
002686.SZ,通用机械
002687.SZ,服装家纺
002688.SZ,动物保健Ⅱ
002689.SZ,专用设备
002690.SZ,专用设备
002691.SZ,专用设备
002692.SZ,高低压设备
002693.SZ,化学制药
002694.SZ,其他建材Ⅱ
002695.SZ,食品加工
002696.SZ,渔业
002697.SZ,一般零售
002698.SZ,专用设备
002699.SZ,服装家纺
002700.SZ,燃气Ⅱ
002701.SZ,包装印刷Ⅱ
002702.SZ,食品加工
002703.SZ,汽车零部件Ⅱ
002705.SZ,白色家电
002706.SZ,高低压设备
002707.SZ,旅游综合Ⅱ
002708.SZ,汽车零部件Ⅱ
002709.SZ,化学制品
002711.SZ,物流Ⅱ
002712.SZ,营销传播
002713.SZ,装修装饰Ⅱ
002714.SZ,畜禽养殖Ⅱ
002715.SZ,汽车零部件Ⅱ
002716.SZ,工业金属
002717.SZ,园林工程Ⅱ
002718.SZ,其他建材Ⅱ
002719.SZ,食品加工
002721.SZ,家用轻工
002722.SZ,专用设备
002723.SZ,白色家电
002724.SZ,其他电子Ⅱ
002725.SZ,汽车零部件Ⅱ
002726.SZ,食品加工
002727.SZ,医药商业Ⅱ
002728.SZ,中药Ⅱ
002729.SZ,其他电子Ⅱ
002730.SZ,专用设备
002731.SZ,家用轻工
002732.SZ,食品加工
002733.SZ,电源设备
002734.SZ,化学制品
002735.SZ,包装印刷Ⅱ
002736.SZ,证券Ⅱ
002737.SZ,中药Ⅱ
002738.SZ,采掘服务Ⅱ
002739.SZ,文化传媒
002740.SZ,家用轻工
002741.SZ,化学制品
002742.SZ,其他建材Ⅱ
002743.SZ,专业工程
002745.SZ,光学光电子
002746.SZ,畜禽养殖Ⅱ
300001.SZ,高低压设备
300002.SZ,计算机应用
300003.SZ,医疗器械Ⅱ
300004.SZ,专用设备
300005.SZ,服装家纺
300006.SZ,化学制药
300007.SZ,仪器仪表Ⅱ
300008.SZ,船舶制造Ⅱ
300009.SZ,生物制品Ⅱ
300010.SZ,计算机应用
300011.SZ,电源设备
300012.SZ,综合Ⅱ
300013.SZ,物流Ⅱ
300014.SZ,其他电子Ⅱ
300015.SZ,医疗服务Ⅱ
300016.SZ,化学制药
300017.SZ,通信设备
300018.SZ,电气自动化设备
300019.SZ,化学制品
300020.SZ,计算机应用
300021.SZ,农业综合Ⅱ
300022.SZ,专业零售
300023.SZ,专用设备
300024.SZ,通用机械
300025.SZ,通信设备
300026.SZ,化学制药
300027.SZ,文化传媒
300028.SZ,通信设备
300029.SZ,电源设备
300030.SZ,医疗器械Ⅱ
300031.SZ,橡胶
300032.SZ,光学光电子
300033.SZ,计算机应用
300034.SZ,通用机械
300035.SZ,专用设备
300036.SZ,计算机应用
300037.SZ,化学制品
300038.SZ,通信设备
300039.SZ,中药Ⅱ
300040.SZ,电气自动化设备
300041.SZ,化学制品
300042.SZ,计算机设备Ⅱ
300043.SZ,互联网传媒
300044.SZ,计算机应用
300045.SZ,计算机设备Ⅱ
300046.SZ,半导体
300047.SZ,计算机应用
300048.SZ,电气自动化设备
300049.SZ,中药Ⅱ
300050.SZ,通信设备
300051.SZ,计算机应用
300052.SZ,互联网传媒
300053.SZ,半导体
300054.SZ,化学制品
300055.SZ,环保工程及服务Ⅱ
300056.SZ,环保工程及服务Ⅱ
300057.SZ,包装印刷Ⅱ
300058.SZ,营销传播
300059.SZ,互联网传媒
300061.SZ,家用轻工
300062.SZ,高低压设备
300063.SZ,化学制品
300064.SZ,通用机械
300065.SZ,计算机设备Ⅱ
300066.SZ,仪器仪表Ⅱ
300067.SZ,化学制品
300068.SZ,电源设备
300069.SZ,高低压设备
300070.SZ,环保工程及服务Ⅱ
300071.SZ,营销传播
300072.SZ,化学制品
300073.SZ,化学制品
300074.SZ,计算机应用
300075.SZ,计算机应用
300076.SZ,光学光电子
300077.SZ,半导体
300078.SZ,其他电子Ⅱ
300079.SZ,计算机应用
300080.SZ,通用机械
300081.SZ,通信设备
300082.SZ,化学制品
300083.SZ,电子制造Ⅱ
300084.SZ,采掘服务Ⅱ
300085.SZ,计算机应用
300086.SZ,化学制药
300087.SZ,种植业
300088.SZ,光学光电子
300089.SZ,家用轻工
300090.SZ,环保工程及服务Ⅱ
300091.SZ,通用机械
300092.SZ,通用机械
300093.SZ,玻璃制造Ⅱ
300094.SZ,渔业
300095.SZ,通用机械
300096.SZ,计算机应用
300097.SZ,通用机械
300098.SZ,通信设备
300099.SZ,专用设备
300100.SZ,汽车零部件Ⅱ
300101.SZ,航天装备Ⅱ
300102.SZ,光学光电子
300103.SZ,专用设备
300104.SZ,互联网传媒
300105.SZ,电源设备
300106.SZ,畜禽养殖Ⅱ
300107.SZ,化学制品
300108.SZ,橡胶
300109.SZ,化学制品
300110.SZ,化学制药
300111.SZ,电源设备
300112.SZ,仪器仪表Ⅱ
300113.SZ,互联网传媒
300114.SZ,仪器仪表Ⅱ
300115.SZ,电子制造Ⅱ
300116.SZ,专用设备
300117.SZ,其他建材Ⅱ
300118.SZ,电源设备
300119.SZ,动物保健Ⅱ
300120.SZ,高低压设备
300121.SZ,橡胶
300122.SZ,生物制品Ⅱ
300123.SZ,船舶制造Ⅱ
300124.SZ,电气自动化设备
300125.SZ,环保工程及服务Ⅱ
300126.SZ,通用机械
300127.SZ,金属非金属新材料
300128.SZ,光学光电子
300129.SZ,电源设备
300130.SZ,计算机设备Ⅱ
300131.SZ,电子制造Ⅱ
300132.SZ,化学制品
300133.SZ,文化传媒
300134.SZ,通信设备
300135.SZ,石油化工
300136.SZ,电子制造Ⅱ
300137.SZ,仪器仪表Ⅱ
300138.SZ,农产品加工
300139.SZ,半导体
300140.SZ,高低压设备
300141.SZ,电气自动化设备
300142.SZ,生物制品Ⅱ
300143.SZ,种植业
300144.SZ,景点
300145.SZ,通用机械
300146.SZ,食品加工
300147.SZ,中药Ⅱ
300148.SZ,文化传媒
300149.SZ,农产品加工
300150.SZ,计算机应用
300151.SZ,通用机械
300152.SZ,电源设备
300153.SZ,电源设备
300154.SZ,通用机械
300155.SZ,计算机设备Ⅱ
300156.SZ,环保工程及服务Ⅱ
300157.SZ,采掘服务Ⅱ
300158.SZ,中药Ⅱ
300159.SZ,专用设备
300160.SZ,白色家电
300161.SZ,通用机械
300162.SZ,光学光电子
300163.SZ,化学制品
300164.SZ,采掘服务Ⅱ
300165.SZ,仪器仪表Ⅱ
300166.SZ,计算机应用
300167.SZ,计算机应用
300168.SZ,计算机应用
300169.SZ,化学制品
300170.SZ,计算机应用
300171.SZ,医疗器械Ⅱ
300172.SZ,环保工程及服务Ⅱ
300173.SZ,专用设备
300174.SZ,化学制品
300175.SZ,农产品加工
300176.SZ,汽车零部件Ⅱ
300177.SZ,计算机设备Ⅱ
300178.SZ,旅游综合Ⅱ
300179.SZ,通用机械
300180.SZ,塑料Ⅱ
300181.SZ,中药Ⅱ
300182.SZ,计算机应用
300183.SZ,半导体
300184.SZ,其他电子Ⅱ
300185.SZ,通用机械
300186.SZ,动物保健Ⅱ
300187.SZ,环保工程及服务Ⅱ
300188.SZ,计算机应用
300189.SZ,种植业
300190.SZ,环保工程及服务Ⅱ
300191.SZ,采掘服务Ⅱ
300192.SZ,化学制品
300193.SZ,通用机械
300194.SZ,化学制药
300195.SZ,专用设备
300196.SZ,化学制品
300197.SZ,园林工程Ⅱ
300198.SZ,其他建材Ⅱ
300199.SZ,化学制药
300200.SZ,化学制品
300201.SZ,专用设备
300202.SZ,计算机设备Ⅱ
300203.SZ,仪器仪表Ⅱ
300204.SZ,生物制品Ⅱ
300205.SZ,通信设备
300206.SZ,医疗器械Ⅱ
300207.SZ,电子制造Ⅱ
300208.SZ,电气自动化设备
300209.SZ,计算机应用
300210.SZ,专用设备
300211.SZ,通信设备
300212.SZ,计算机应用
300213.SZ,通信设备
300214.SZ,化学制品
300215.SZ,高低压设备
300216.SZ,医疗器械Ⅱ
300217.SZ,白色家电
300218.SZ,塑料Ⅱ
300219.SZ,光学光电子
300220.SZ,其他电子Ⅱ
300221.SZ,塑料Ⅱ
300222.SZ,电气自动化设备
300223.SZ,半导体
300224.SZ,金属非金属新材料
300225.SZ,化学制品
300226.SZ,互联网传媒
300227.SZ,电子制造Ⅱ
300228.SZ,金属制品Ⅱ
300229.SZ,计算机应用
300230.SZ,塑料Ⅱ
300231.SZ,计算机应用
300232.SZ,光学光电子
300233.SZ,化学制药
300234.SZ,其他建材Ⅱ
300235.SZ,计算机应用
300236.SZ,化学制品
300237.SZ,汽车零部件Ⅱ
300238.SZ,医疗器械Ⅱ
300239.SZ,生物制品Ⅱ
300240.SZ,物流Ⅱ
300241.SZ,光学光电子
300242.SZ,高低压设备
300243.SZ,化学制品
300244.SZ,医疗服务Ⅱ
300245.SZ,计算机应用
300246.SZ,医疗器械Ⅱ
300247.SZ,白色家电
300248.SZ,计算机应用
300249.SZ,白色家电
300250.SZ,通信设备
300251.SZ,文化传媒
300252.SZ,通信设备
300253.SZ,计算机应用
300254.SZ,化学制药
300255.SZ,化学制药
300256.SZ,电子制造Ⅱ
300257.SZ,通用机械
300258.SZ,汽车零部件Ⅱ
300259.SZ,仪器仪表Ⅱ
300260.SZ,通用机械
300261.SZ,化学制药
300262.SZ,环保工程及服务Ⅱ
300263.SZ,通用机械
300264.SZ,计算机应用
300265.SZ,高低压设备
300266.SZ,
300267.SZ,化学制药
300268.SZ,农产品加工
300269.SZ,光学光电子
300270.SZ,计算机设备Ⅱ
300271.SZ,计算机应用
300272.SZ,白色家电
300273.SZ,医疗器械Ⅱ
300274.SZ,电源设备
300275.SZ,专用设备
300276.SZ,专用设备
300277.SZ,计算机应用
300278.SZ,通用机械
300279.SZ,电子制造Ⅱ
300280.SZ,通用机械
300281.SZ,专用设备
300282.SZ,电子制造Ⅱ
300283.SZ,高低压设备
300284.SZ,基础建设
300285.SZ,化学原料
300286.SZ,电气自动化设备
300287.SZ,计算机应用
300288.SZ,互联网传媒
300289.SZ,生物制品Ⅱ
300290.SZ,计算机应用
300291.SZ,文化传媒
300292.SZ,通信设备
300293.SZ,专用设备
300294.SZ,生物制品Ⅱ
300295.SZ,互联网传媒
300296.SZ,光学光电子
300297.SZ,计算机应用
300298.SZ,医疗器械Ⅱ
300299.SZ,通信设备
300300.SZ,计算机应用
300301.SZ,光学光电子
300302.SZ,计算机设备Ⅱ
300303.SZ,光学光电子
300304.SZ,汽车零部件Ⅱ
300305.SZ,塑料Ⅱ
300306.SZ,仪器仪表Ⅱ
300307.SZ,专用设备
300308.SZ,电机Ⅱ
300309.SZ,专用设备
300310.SZ,通信设备
300311.SZ,计算机应用
300312.SZ,通信设备
300313.SZ,畜禽养殖Ⅱ
300314.SZ,医疗器械Ⅱ
300315.SZ,互联网传媒
300316.SZ,电源设备
300317.SZ,光学光电子
300318.SZ,医疗器械Ⅱ
300319.SZ,元件Ⅱ
300320.SZ,橡胶
300321.SZ,塑料Ⅱ
300322.SZ,电子制造Ⅱ
300323.SZ,光学光电子
300324.SZ,计算机应用
300325.SZ,塑料Ⅱ
300326.SZ,医疗器械Ⅱ
300327.SZ,半导体
300328.SZ,电子制造Ⅱ
300329.SZ,家用轻工
300330.SZ,计算机应用
300331.SZ,光学光电子
300332.SZ,环保工程及服务Ⅱ
300333.SZ,计算机设备Ⅱ
300334.SZ,环保工程及服务Ⅱ
300335.SZ,环保工程及服务Ⅱ
300336.SZ,文化传媒
300337.SZ,工业金属
300338.SZ,仪器仪表Ⅱ
300339.SZ,计算机应用
300340.SZ,其他电子Ⅱ
300341.SZ,高低压设备
300342.SZ,白色家电
300343.SZ,化学制品
300344.SZ,其他建材Ⅱ
300345.SZ,通用机械
300346.SZ,光学光电子
300347.SZ,医疗服务Ⅱ
300348.SZ,计算机应用
300349.SZ,仪器仪表Ⅱ
300350.SZ,物流Ⅱ
300351.SZ,运输设备Ⅱ
300352.SZ,计算机应用
300353.SZ,通信设备
300354.SZ,仪器仪表Ⅱ
300355.SZ,园林工程Ⅱ
300356.SZ,电气自动化设备
300357.SZ,生物制品Ⅱ
300358.SZ,医疗器械Ⅱ
300359.SZ,互联网传媒
300360.SZ,电气自动化设备
300362.SZ,电源设备
300363.SZ,化学制药
300364.SZ,文化传媒
300365.SZ,计算机应用
300366.SZ,计算机应用
300367.SZ,计算机设备Ⅱ
300368.SZ,计算机设备Ⅱ
300369.SZ,计算机应用
300370.SZ,采掘服务Ⅱ
300371.SZ,仪器仪表Ⅱ
300372.SZ,电源设备
300373.SZ,半导体
300375.SZ,汽车零部件Ⅱ
300376.SZ,电源设备
300377.SZ,计算机应用
300378.SZ,计算机应用
300379.SZ,计算机应用
300380.SZ,计算机应用
300381.SZ,生物制品Ⅱ
300382.SZ,专用设备
300383.SZ,互联网传媒
300384.SZ,计算机应用
300385.SZ,专用设备
300386.SZ,计算机设备Ⅱ
300387.SZ,化学制品
300388.SZ,水务Ⅱ
300389.SZ,光学光电子
300390.SZ,其他电子Ⅱ
300391.SZ,通用机械
300392.SZ,营销传播
300393.SZ,电源设备
300394.SZ,元件Ⅱ
300395.SZ,金属非金属新材料
300396.SZ,医疗器械Ⅱ
300397.SZ,仪器仪表Ⅱ
300398.SZ,化学制品
300399.SZ,计算机应用
300400.SZ,通用机械
300401.SZ,化学制药
300402.SZ,专用设备
300403.SZ,白色家电
300405.SZ,化学制品
300406.SZ,生物制品Ⅱ
300407.SZ,电气自动化设备
300408.SZ,元件Ⅱ
300409.SZ,化学制品
300410.SZ,其他电子Ⅱ
300411.SZ,专用设备
300412.SZ,医疗器械Ⅱ
300413.SZ,一般零售
300415.SZ,专用设备
300416.SZ,仪器仪表Ⅱ
300417.SZ,仪器仪表Ⅱ
300418.SZ,互联网传媒
300419.SZ,计算机应用
300420.SZ,通用机械
300421.SZ,通用机械
300422.SZ,环保工程及服务Ⅱ
300423.SZ,高低压设备
300425.SZ,环保工程及服务Ⅱ
300426.SZ,文化传媒
300427.SZ,电气自动化设备
600000.SH,银行Ⅱ
600004.SH,机场Ⅱ
600005.SH,钢铁Ⅱ
600006.SH,汽车整车
600007.SH,房地产开发Ⅱ
600008.SH,水务Ⅱ
600009.SH,机场Ⅱ
600010.SH,钢铁Ⅱ
600011.SH,电力
600012.SH,高速公路Ⅱ
600015.SH,银行Ⅱ
600016.SH,银行Ⅱ
600017.SH,港口Ⅱ
600018.SH,港口Ⅱ
600019.SH,钢铁Ⅱ
600020.SH,高速公路Ⅱ
600021.SH,电力
600022.SH,钢铁Ⅱ
600023.SH,电力
600026.SH,航运Ⅱ
600027.SH,电力
600028.SH,石油化工
600029.SH,航空运输Ⅱ
600030.SH,证券Ⅱ
600031.SH,专用设备
600033.SH,高速公路Ⅱ
600035.SH,高速公路Ⅱ
600036.SH,银行Ⅱ
600037.SH,文化传媒
600038.SH,航空装备Ⅱ
600039.SH,基础建设
600048.SH,房地产开发Ⅱ
600050.SH,通信运营Ⅱ
600051.SH,综合Ⅱ
600052.SH,房地产开发Ⅱ
600053.SH,综合Ⅱ
600054.SH,景点
600055.SH,医疗器械Ⅱ
600056.SH,医药商业Ⅱ
600057.SH,物流Ⅱ
600058.SH,贸易Ⅱ
600059.SH,饮料制造
600060.SH,视听器材
600061.SH,化学纤维
600062.SH,化学制药
600063.SH,化学纤维
600064.SH,园区开发Ⅱ
600066.SH,汽车整车
600067.SH,房地产开发Ⅱ
600068.SH,基础建设
600069.SH,造纸Ⅱ
600070.SH,纺织制造
600071.SH,光学光电子
600072.SH,船舶制造Ⅱ
600073.SH,食品加工
600074.SH,塑料Ⅱ
600075.SH,化学原料
600076.SH,通信设备
600077.SH,物流Ⅱ
600078.SH,化学制品
600079.SH,化学制药
600080.SH,生物制品Ⅱ
600081.SH,汽车零部件Ⅱ
600082.SH,贸易Ⅱ
600083.SH,综合Ⅱ
600084.SH,饮料制造
600085.SH,中药Ⅱ
600086.SH,家用轻工
600088.SH,营销传播
600089.SH,高低压设备
600090.SH,饮料制造
600091.SH,化学原料
600093.SH,汽车零部件Ⅱ
600094.SH,房地产开发Ⅱ
600095.SH,房地产开发Ⅱ
600096.SH,化学制品
600097.SH,渔业
600098.SH,电力
600099.SH,其他交运设备Ⅱ
600100.SH,计算机设备Ⅱ
600101.SH,电力
600103.SH,造纸Ⅱ
600104.SH,汽车整车
600105.SH,通信设备
600106.SH,高速公路Ⅱ
600107.SH,服装家纺
600108.SH,种植业
600109.SH,证券Ⅱ
600110.SH,高低压设备
600111.SH,稀有金属
600112.SH,高低压设备
600113.SH,房地产开发Ⅱ
600114.SH,金属非金属新材料
600115.SH,航空运输Ⅱ
600116.SH,电力
600117.SH,钢铁Ⅱ
600118.SH,航天装备Ⅱ
600119.SH,物流Ⅱ
600120.SH,贸易Ⅱ
600121.SH,煤炭开采Ⅱ
600122.SH,专业零售
600123.SH,煤炭开采Ⅱ
600125.SH,铁路运输Ⅱ
600126.SH,钢铁Ⅱ
600127.SH,农产品加工
600128.SH,贸易Ⅱ
600129.SH,中药Ⅱ
600130.SH,通信设备
600131.SH,电力
600132.SH,饮料制造
600133.SH,综合Ⅱ
600135.SH,家用轻工
600136.SH,综合Ⅱ
600137.SH,服装家纺
600138.SH,旅游综合Ⅱ
600139.SH,工业金属
600141.SH,化学制品
600143.SH,塑料Ⅱ
600145.SH,其他建材Ⅱ
600146.SH,黄金Ⅱ
600148.SH,汽车零部件Ⅱ
600149.SH,房地产开发Ⅱ
600150.SH,船舶制造Ⅱ
600151.SH,电源设备
600152.SH,纺织制造
600153.SH,物流Ⅱ
600155.SH,塑料Ⅱ
600156.SH,纺织制造
600157.SH,煤炭开采Ⅱ
600158.SH,房地产开发Ⅱ
600159.SH,房地产开发Ⅱ
600160.SH,化学制品
600161.SH,生物制品Ⅱ
600162.SH,房地产开发Ⅱ
600163.SH,造纸Ⅱ
600165.SH,金属制品Ⅱ
600166.SH,汽车整车
600167.SH,电力
600168.SH,水务Ⅱ
600169.SH,专用设备
600170.SH,房屋建设Ⅱ
600171.SH,半导体
600172.SH,通用机械
600173.SH,房地产开发Ⅱ
600175.SH,房地产开发Ⅱ
600176.SH,化学制品
600177.SH,服装家纺
600178.SH,汽车零部件Ⅱ
600179.SH,煤炭开采Ⅱ
600180.SH,物流Ⅱ
600182.SH,橡胶
600183.SH,元件Ⅱ
600184.SH,地面兵装Ⅱ
600185.SH,房地产开发Ⅱ
600186.SH,食品加工
600187.SH,水务Ⅱ
600188.SH,煤炭开采Ⅱ
600189.SH,林业Ⅱ
600190.SH,港口Ⅱ
600191.SH,农产品加工
600192.SH,高低压设备
600193.SH,其他采掘Ⅱ
600195.SH,动物保健Ⅱ
600196.SH,生物制品Ⅱ
600197.SH,饮料制造
600198.SH,通信设备
600199.SH,饮料制造
600200.SH,综合Ⅱ
600201.SH,动物保健Ⅱ
600202.SH,电源设备
600203.SH,光学光电子
600206.SH,半导体
600207.SH,综合Ⅱ
600208.SH,房地产开发Ⅱ
600209.SH,装修装饰Ⅱ
600210.SH,包装印刷Ⅱ
600211.SH,中药Ⅱ
600212.SH,综合Ⅱ
600213.SH,汽车整车
600215.SH,园区开发Ⅱ
600216.SH,化学制药
600217.SH,水泥制造Ⅱ
600218.SH,通用机械
600219.SH,工业金属
600220.SH,纺织制造
600221.SH,航空运输Ⅱ
600222.SH,中药Ⅱ
600223.SH,房地产开发Ⅱ
600225.SH,房地产开发Ⅱ
600226.SH,动物保健Ⅱ
600227.SH,化学制品
600228.SH,化学制品
600229.SH,化学原料
600230.SH,化学制品
600231.SH,钢铁Ⅱ
600232.SH,纺织制造
600233.SH,服装家纺
600234.SH,综合Ⅱ
600235.SH,造纸Ⅱ
600236.SH,电力
600237.SH,元件Ⅱ
600238.SH,饮料制造
600239.SH,房地产开发Ⅱ
600240.SH,房地产开发Ⅱ
600241.SH,贸易Ⅱ
600242.SH,航运Ⅱ
600243.SH,通用机械
600246.SH,房地产开发Ⅱ
600247.SH,贸易Ⅱ
600248.SH,专业工程
600249.SH,化学制品
600250.SH,贸易Ⅱ
600251.SH,化学制品
600252.SH,中药Ⅱ
600255.SH,工业金属
600256.SH,石油化工
600257.SH,渔业
600258.SH,旅游综合Ⅱ
600259.SH,稀有金属
600260.SH,综合Ⅱ
600261.SH,其他电子Ⅱ
600262.SH,运输设备Ⅱ
600265.SH,林业Ⅱ
600266.SH,房地产开发Ⅱ
600267.SH,化学制药
600268.SH,电气自动化设备
600269.SH,高速公路Ⅱ
600270.SH,物流Ⅱ
600271.SH,计算机应用
600272.SH,服装家纺
600273.SH,纺织制造
600275.SH,综合Ⅱ
600276.SH,化学制药
600277.SH,综合Ⅱ
600278.SH,贸易Ⅱ
600279.SH,港口Ⅱ
600280.SH,一般零售
600281.SH,化学原料
600282.SH,钢铁Ⅱ
600283.SH,水务Ⅱ
600284.SH,基础建设
600285.SH,中药Ⅱ
600287.SH,贸易Ⅱ
600288.SH,其他电子Ⅱ
600289.SH,通信设备
600290.SH,电源设备
600291.SH,保险Ⅱ
600292.SH,环保工程及服务Ⅱ
600293.SH,玻璃制造Ⅱ
600295.SH,其他采掘Ⅱ
600297.SH,中药Ⅱ
600298.SH,农产品加工
600299.SH,化学制品
600300.SH,饮料制造
600301.SH,化学原料
600302.SH,专用设备
600303.SH,汽车整车
600305.SH,食品加工
600306.SH,商业物业经营
600307.SH,钢铁Ⅱ
600308.SH,造纸Ⅱ
600309.SH,化学制品
600310.SH,电力
600311.SH,黄金Ⅱ
600312.SH,高低压设备
600313.SH,农业综合Ⅱ
600315.SH,化学制品
600316.SH,航空装备Ⅱ
