"datetime","cap","return","cash","stockcap","IFcap","lowestcap","return2","net value"
"2007-11-05",40683638.31115,0.0192806194407344,9224525.31115,31459113,-25729464,39562877.31115,NA,1.35612127703833
"2007-11-06",40870161.11115,0.00458471286597995,9429754.11115,31440407,-25524235.2,40304300.11115,NA,1.362338703705
"2007-11-07",40640848.11115,-0.00561076819287232,9270970.11115,31369878,-25683019.2,39836315.11115,NA,1.35469493703833
"2007-11-08",40800247.11115,0.00392213763758242,10504378.11115,30295869,-24449611.2,40530822.11115,NA,1.36000823703833
"2007-11-09",41021209.31115,0.00541570739505692,10759469.31115,30261740,-24194520,40221549.31115,NA,1.367373643705
"2007-11-12",41192420.71115,0.00417372873386879,11058379.71115,30134041,-23895609.6,39886742.71115,NA,1.37308069037167
"2007-11-13",41457722.11115,0.00644053919191467,11245618.11115,30212104,-23708371.2,40856932.11115,NA,1.38192407037167
"2007-11-14",41394092.91115,-0.0015347973009564,10253726.91115,31140366,-24700262.4,40221812.91115,NA,1.37980309703833
"2007-11-15",41236017.91115,-0.00381878159135629,10564646.91115,30671371,-24389342.4,40857026.91115,NA,1.37453393037167
"2007-11-16",41284590.71115,0.0011779216922605,10917211.71115,30367379,-24036777.6,40483958.71115,NA,1.376153023705
"2007-11-19",41897734.51115,0.0148516380915558,10980792.51115,30916942,-23973196.8,40954515.51115,NA,1.39659115037167
"2007-11-20",42000288.71115,0.00244772661807557,10620955.71115,31379333,-24333033.6,40976278.71115,NA,1.400009623705
"2007-11-21",41847177.31115,-0.00364548446447599,10965413.31115,30881764,-23988576,41672098.31115,NA,1.39490591037167
"2007-11-22",41633244.71115,-0.0051122348924354,12045427.71115,29587817,-22908561.6,41368759.71115,NA,1.387774823705
"2007-11-23",41758981.51115,0.00302010570812716,11644416.51115,30114565,-23309572.8,40684050.51115,NA,1.39196605037167
"2007-11-26",41775683.71115,0.000399966651378758,11913595.71115,29862088,-23040393.6,41559712.71115,NA,1.39252279037167
"2007-11-27",41869650.71115,0.00224932285129564,12340459.71115,29529191,-22613529.6,41505862.71115,NA,1.395655023705
