"","datetime","cap","return","cash","stockcap","IFcap","lowestcap","return2"
"1004","2012-11-05",72349528.46957,-0.00443384160908322,13239663.46957,59109865,-53291700,71657293.46957,NA
"1005","2012-11-06",72444901.46957,0.00131822559203121,13613883.46957,58831018,-52917480,71362551.46957,NA
"1006","2012-11-07",72286278.46957,-0.0021895674751744,13586163.46957,58700115,-52945200,71532886.46957,NA
"1007","2012-11-08",71967260.46957,-0.00441325804501469,14671863.46957,57295397,-51859500,71668753.46957,NA
"1008","2012-11-09",71783734.46957,-0.0025501318071931,14681103.46957,57102631,-51850260,71106347.46957,NA
"1009","2012-11-12",72091793.46957,0.00429148751143038,14579463.46957,57512330,-51951900,71216495.46957,NA
"1010","2012-11-13",72012014.46957,-0.00110663081275253,15378723.46957,56633291,-51152640,71513037.46957,NA
"1011","2012-11-14",71933085.76557,-0.00109604910488004,15266416.76557,56666669,-50761920,71020566.76557,NA
"1012","2012-11-15",71639980.76557,-0.00407468964914459,15863776.76557,55776204,-50164560,71144274.76557,NA
"1013","2012-11-16",71510277.76557,-0.00181048345649959,16237696.76557,55272581,-49790640,70825798.76557,NA
"1014","2012-11-19",71832213.76557,0.00450195426530731,16410976.76557,55421237,-49617360,70828921.76557,NA
"1015","2012-11-20",71672911.76557,-0.00221769581708697,16301536.76557,55371375,-49726800,71233253.76557,NA
"1016","2012-11-21",72037326.76557,0.00508441740433185,16041616.76557,55995710,-49986720,70550350.76557,NA
"1017","2012-11-22",71769804.76557,-0.00371365807160773,16151056.76557,55618748,-49877280,71077294.76557,NA
"1018","2012-11-23",71867056.76557,0.00135505454303053,15996016.76557,55871040,-50032320,71242992.76557,NA
"1019","2012-11-26",71507070.76557,-0.005009054443043,16319776.76557,55187294,-49708560,71079683.76557,NA
"1020","2012-11-27",70415940.76557,-0.0152590504451956,16825936.76557,53590004,-49202400,69941529.76557,NA
"1021","2012-11-28",69786827.76557,-0.00893424121243325,17195296.76557,52591531,-48833040,69160046.76557,-0.0357355022752397
"1022","2012-11-29",69377186.72432,-0.00586989055622456,14082231.72432,55294955,-49739040,68928445.72432,NA
"1023","2012-11-30",69586161.72432,0.00301215730799798,13782711.72432,55803450,-50038560,68462216.72432,NA
"1024","2012-12-03",68809770.72432,-0.0111572614548828,14274111.72432,54535659,-49547160,68482017.72432,NA
"1025","2012-12-04",69234865.72432,0.0061778290426675,13946511.72432,55288354,-49874760,67487489.72432,NA
"1026","2012-12-05",69324703.72432,0.0012975832199591,11971551.72432,57353152,-51849720,66826799.72432,NA
"1027","2012-12-06",69353734.72432,0.000418768468386732,12238311.72432,57115423,-51582960,68634276.72432,NA
"1028","2012-12-07",69583047.72432,0.00330642611982634,11058951.72432,58524096,-52762320,67819824.72432,NA
"1029","2012-12-10",70108562.72432,0.0075523423762931,10740711.72432,59367851,-53080560,68847182.72432,NA
"1030","2012-12-11",69995744.72432,-0.00160919002780902,10904511.72432,59091233,-52916760,69320804.72432,NA
"1031","2012-12-12",69997302.72432,2.22584959432837e-05,10740711.72432,59256591,-53080560,68921503.72432,NA
"1032","2012-12-13",69493040.72432,-0.00720402044613067,11110431.72432,58382609,-52710840,69172892.72432,NA
"1033","2012-12-14",69534182.72432,0.000592030505086383,8264991.72431999,61269191,-55556280,66445034.72432,NA
"1034","2012-12-17",69941821.37232,0.00586242092779221,8205667.37231999,61736154,-54437280,68626954.37232,NA
"1035","2012-12-18",70035964.37232,0.00134601870744633,8374387.37231999,61661577,-54268560,68995338.37232,NA
"1036","2012-12-19",70063507.37232,0.000393269375910332,8296867.37231999,61766640,-54346080,69028472.37232,NA
"1037","2012-12-20",69824833.37232,-0.00340653799604496,7735987.37231999,62088846,-54906960,68415366.37232,NA
"1038","2012-12-21",70072146.37232,0.00354190605341342,8100787.37231999,61971359,-54542160,69215250.37232,NA
"1039","2012-12-24",70496045.37232,0.00604946504346593,8132707.37231998,62363338,-54510240,69401042.37232,NA
"1040","2012-12-25",70891085.37232,0.0056037185903639,6714547.37231999,64176538,-55928400,68452983.37232,NA
"1041","2012-12-26",71159397.37232,0.00378484824418801,6513907.37231998,64645490,-56129040,69974303.37232,0.0256887131368106
"1042","2012-12-27",70470235.04617,-0.00968476900590032,13991523.04617,56478712,-51058620,70002969.04617,NA
"1043","2012-12-28",70334003.04617,-0.00193318498101713,13320843.04617,57013160,-51729300,69265955.04617,NA
"1044","2012-12-31",70360601.04617,0.000378167015213426,12513543.04617,57847058,-52536600,69059454.04617,NA
"1045","2013-01-04",70430976.04617,0.00100020464512296,12612903.04617,57818073,-52437240,69421421.04617,NA
"1046","2013-01-07",70653512.04617,0.00315963248690632,12612903.04617,58040609,-52437240,69645002.04617,NA
"1047","2013-01-08",70923116.04617,0.00381586126707778,12654303.04617,58268813,-52395840,69776314.04617,NA
"1048","2013-01-09",70976543.04617,0.000753308695083499,12774363.04617,58202180,-52275780,70219520.04617,NA
"1049","2013-01-10",71089117.04617,0.0015860733020876,12517683.04617,58571434,-52532460,70268867.04617,NA
"1050","2013-01-11",70752351.04617,-0.00473723706233797,13329123.04617,57423228,-51721020,70388743.04617,NA
"1051","2013-01-14",70659912.04617,-0.00130651488796008,11507523.04617,59152389,-53542620,68416375.04617,NA
"1052","2013-01-15",71333247.04617,0.00952923631662661,11304663.04617,60028584,-53745480,70022087.04617,NA
"1053","2013-01-16",71868287.60217,0.00750057761500345,11899763.60217,59968524,-52693200,70601771.60217,NA
"1054","2013-01-17",71766875.60217,-0.00141108134593915,12026243.60217,59740632,-52566720,70978756.60217,NA
"1055","2013-01-18",71911830.60217,0.00201980368775634,11340803.60217,60571027,-53252160,70489418.60217,NA
"1056","2013-01-21",72108496.60217,0.00273482121583024,11385683.60217,60722813,-53207280,71120882.60217,NA
"1057","2013-01-22",71782540.60217,-0.00452035495620351,11499923.60217,60282617,-53093040,70909208.60217,NA
"1058","2013-01-23",71401858.60217,-0.00530326729601005,11234723.60217,60167135,-53358240,70285435.60217,NA
"1059","2013-01-24",71173446.60217,-0.00319896434730982,11744723.60217,59428723,-52848240,70453745.60217,NA
"1060","2013-01-25",71063568.60217,-0.00154380608563454,11699843.60217,59363725,-52893120,70169619.60217,NA
"1061","2013-01-28",71146566.60217,0.00116794022074318,10443203.60217,60703363,-54149760,69386791.60217,0.00959740740976534
"1062","2013-01-29",71135556.04252,-0.000154758833431412,13914855.04252,57220701,-51283200,70155241.04252,NA
"1063","2013-01-30",71277045.04252,0.00198900532829782,13377255.04252,57899790,-51820800,70042276.04252,NA
"1064","2013-01-31",71385834.04252,0.00152628381178133,13361895.04252,58023939,-51836160,70236978.04252,NA
"1065","2013-02-01",71127713.04252,-0.00361585745214177,12467175.04252,58660538,-52730880,69602862.04252,NA
"1066","2013-02-04",71224719.27052,0.00136383167475129,12376764.27052,58847955,-52247160,70030772.27052,NA
"1067","2013-02-05",71229180.27052,6.26327494961387e-05,11926944.27052,59302236,-52696980,69696163.27052,NA
"1068","2013-02-06",71137068.27052,-0.00129317787527783,11658564.27052,59478504,-52965360,70274713.27052,NA
"1069","2013-02-07",70960350.27052,-0.00248419008958845,11696364.27052,59263986,-52927560,69934993.27052,NA
