Code,Name,industry_sw,industry_swcode
002094.SZ,青岛金王,轻工制造,6.114E+15
002095.SZ,生意宝,传媒,6.12201E+15
002096.SZ,南岭民爆,化工,6.103E+15
002097.SZ,山河智能,机械设备,6.107E+15
002098.SZ,浔兴股份,纺织服装,6.113E+15
002099.SZ,海翔药业,医药生物,6.115E+15
002100.SZ,天康生物,农林牧渔,6.101E+15
002101.SZ,广东鸿图,汽车,1.00001E+15
002102.SZ,冠福股份,商业贸易,6.12E+15
002103.SZ,广博股份,轻工制造,6.114E+15
002104.SZ,恒宝股份,通信,1.00001E+15
002105.SZ,信隆实业,汽车,1.00001E+15
002106.SZ,莱宝高科,电子,6.108E+15
002107.SZ,沃华医药,医药生物,6.115E+15
002108.SZ,沧州明珠,化工,6.103E+15
002109.SZ,兴化股份,化工,6.103E+15
002110.SZ,三钢闽光,钢铁,6.104E+15
002111.SZ,威海广泰,机械设备,6.107E+15
002112.SZ,三变科技,电气设备,6.10701E+15
002113.SZ,天润控股,综合,6.123E+15
002114.SZ,罗平锌电,有色金属,6.105E+15
002115.SZ,三维通信,通信,1.00001E+15
002116.SZ,中国海诚,建筑装饰,6.10602E+15
002117.SZ,东港股份,轻工制造,6.114E+15
002118.SZ,紫鑫药业,医药生物,6.115E+15
002119.SZ,康强电子,电子,6.108E+15
002120.SZ,新海股份,轻工制造,6.114E+15
002121.SZ,科陆电子,电气设备,6.10701E+15
002122.SZ,天马股份,机械设备,6.107E+15
002123.SZ,荣信股份,电气设备,6.10701E+15
002124.SZ,天邦股份,农林牧渔,6.101E+15
002125.SZ,湘潭电化,化工,6.103E+15
002126.SZ,银轮股份,汽车,1.00001E+15
002127.SZ,*ST新民,化工,6.103E+15
002128.SZ,露天煤业,采掘,6.102E+15
002129.SZ,中环股份,电子,6.108E+15
002130.SZ,沃尔核材,有色金属,6.105E+15
002131.SZ,利欧股份,机械设备,6.107E+15
002132.SZ,恒星科技,机械设备,6.107E+15
002133.SZ,广宇集团,房地产,6.118E+15
002134.SZ,*ST普林,电子,6.108E+15
002135.SZ,东南网架,建筑装饰,6.10602E+15
002136.SZ,安纳达,化工,6.103E+15
002137.SZ,实益达,电子,6.108E+15
002138.SZ,顺络电子,电子,6.108E+15
002139.SZ,拓邦股份,电子,6.108E+15
002140.SZ,东华科技,建筑装饰,6.10602E+15
002141.SZ,蓉胜超微,电子,6.108E+15
002142.SZ,宁波银行,银行,1.00001E+15
002143.SZ,高金食品,农林牧渔,6.101E+15
002144.SZ,宏达高科,纺织服装,6.113E+15
002145.SZ,中核钛白,化工,6.103E+15
002146.SZ,荣盛发展,房地产,6.118E+15
002147.SZ,方圆支承,机械设备,6.107E+15
002148.SZ,北纬通信,传媒,6.12201E+15
002149.SZ,西部材料,有色金属,6.105E+15
002150.SZ,通润装备,机械设备,6.107E+15
002151.SZ,北斗星通,国防军工,1.00001E+15
002152.SZ,广电运通,计算机,1.00001E+15
002153.SZ,石基信息,计算机,1.00001E+15
002154.SZ,报喜鸟,纺织服装,6.113E+15
002155.SZ,辰州矿业,有色金属,6.105E+15
002156.SZ,通富微电,电子,6.108E+15
002157.SZ,正邦科技,农林牧渔,6.101E+15
002158.SZ,汉钟精机,机械设备,6.107E+15
002159.SZ,三特索道,休闲服务,6.121E+15
002160.SZ,*ST常铝,有色金属,6.105E+15
002161.SZ,远望谷,电子,6.108E+15
002162.SZ,斯米克,建筑材料,6.10601E+15
002163.SZ,*ST三鑫,建筑材料,6.10601E+15
002164.SZ,*ST东力,机械设备,6.107E+15
002165.SZ,红宝丽,化工,6.103E+15
002166.SZ,莱茵生物,医药生物,6.115E+15
002167.SZ,东方锆业,有色金属,6.105E+15
002168.SZ,深圳惠程,电气设备,6.10701E+15
002169.SZ,智光电气,电气设备,6.10701E+15
002170.SZ,芭田股份,化工,6.103E+15
002171.SZ,精诚铜业,有色金属,6.105E+15
002172.SZ,澳洋科技,化工,6.103E+15
002173.SZ,千足珍珠,农林牧渔,6.101E+15
002174.SZ,游族网络,传媒,6.12201E+15
002175.SZ,广陆数测,机械设备,6.107E+15
002176.SZ,江特电机,电气设备,6.10701E+15
002177.SZ,御银股份,计算机,1.00001E+15
002178.SZ,延华智能,建筑装饰,6.10602E+15
002179.SZ,中航光电,电子,6.108E+15
002180.SZ,艾派克,电气设备,6.10701E+15
002181.SZ,粤传媒,传媒,6.12201E+15
002182.SZ,云海金属,有色金属,6.105E+15
002183.SZ,怡亚通,交通运输,6.117E+15
002184.SZ,海得控制,电气设备,6.10701E+15
002185.SZ,华天科技,电子,6.108E+15
002186.SZ,全聚德,休闲服务,6.121E+15
002187.SZ,广百股份,商业贸易,6.12E+15
002188.SZ,新嘉联,电子,6.108E+15
002189.SZ,利达光电,电子,6.108E+15
002190.SZ,成飞集成,国防军工,1.00001E+15
002191.SZ,劲嘉股份,轻工制造,6.114E+15
002192.SZ,路翔股份,化工,6.103E+15
002193.SZ,山东如意,纺织服装,6.113E+15
002194.SZ,武汉凡谷,通信,1.00001E+15
002195.SZ,海隆软件,计算机,1.00001E+15
002196.SZ,方正电机,电气设备,6.10701E+15
002197.SZ,证通电子,计算机,1.00001E+15
002198.SZ,嘉应制药,医药生物,6.115E+15
002199.SZ,东晶电子,电子,6.108E+15
002200.SZ,云投生态,建筑装饰,6.10602E+15
002201.SZ,九鼎新材,化工,6.103E+15
002202.SZ,金风科技,电气设备,6.10701E+15
002203.SZ,海亮股份,有色金属,6.105E+15
002204.SZ,大连重工,机械设备,6.107E+15
002205.SZ,国统股份,建筑材料,6.10601E+15
002206.SZ,海利得,化工,6.103E+15
002207.SZ,准油股份,采掘,6.102E+15
002208.SZ,合肥城建,房地产,6.118E+15
002209.SZ,达意隆,机械设备,6.107E+15
002210.SZ,飞马国际,交通运输,6.117E+15
002211.SZ,宏达新材,化工,6.103E+15
002212.SZ,南洋股份,电气设备,6.10701E+15
002213.SZ,特尔佳,汽车,1.00001E+15
002214.SZ,大立科技,电子,6.108E+15
002215.SZ,诺普信,化工,6.103E+15
002216.SZ,三全食品,食品饮料,6.112E+15
002217.SZ,*ST合泰,化工,6.103E+15
002218.SZ,拓日新能,电气设备,6.10701E+15
002219.SZ,恒康医疗,医药生物,6.115E+15
002220.SZ,天宝股份,农林牧渔,6.101E+15
002221.SZ,东华能源,化工,6.103E+15
002222.SZ,福晶科技,电子,6.108E+15
002223.SZ,鱼跃医疗,医药生物,6.115E+15
002224.SZ,三力士,化工,6.103E+15
002225.SZ,濮耐股份,建筑材料,6.10601E+15
002226.SZ,江南化工,化工,6.103E+15
002227.SZ,奥特迅,电气设备,6.10701E+15
002228.SZ,合兴包装,轻工制造,6.114E+15
002229.SZ,鸿博股份,轻工制造,6.114E+15
002230.SZ,科大讯飞,计算机,1.00001E+15
002231.SZ,奥维通信,通信,1.00001E+15
002232.SZ,启明信息,计算机,1.00001E+15
002233.SZ,塔牌集团,建筑材料,6.10601E+15
002234.SZ,*ST民和,农林牧渔,6.101E+15
002235.SZ,安妮股份,轻工制造,6.114E+15
002236.SZ,大华股份,计算机,1.00001E+15
002237.SZ,恒邦股份,有色金属,6.105E+15
002238.SZ,天威视讯,传媒,6.12201E+15
002239.SZ,金飞达,纺织服装,6.113E+15
002240.SZ,威华股份,轻工制造,6.114E+15
002241.SZ,歌尔声学,电子,6.108E+15
002242.SZ,九阳股份,家用电器,6.111E+15
002243.SZ,通产丽星,轻工制造,6.114E+15
002244.SZ,滨江集团,房地产,6.118E+15
002245.SZ,澳洋顺昌,交通运输,6.117E+15
002246.SZ,北化股份,化工,6.103E+15
002247.SZ,帝龙新材,轻工制造,6.114E+15
002248.SZ,*ST东数,机械设备,6.107E+15
002249.SZ,大洋电机,电气设备,6.10701E+15
002250.SZ,联化科技,化工,6.103E+15
002251.SZ,步步高,商业贸易,6.12E+15
002252.SZ,上海莱士,医药生物,6.115E+15
002253.SZ,川大智胜,计算机,1.00001E+15
002254.SZ,泰和新材,化工,6.103E+15
002255.SZ,海陆重工,电气设备,6.10701E+15
002256.SZ,彩虹精化,化工,6.103E+15
002258.SZ,利尔化学,化工,6.103E+15
002259.SZ,升达林业,轻工制造,6.114E+15
002260.SZ,伊立浦,家用电器,6.111E+15
002261.SZ,拓维信息,传媒,6.12201E+15
002262.SZ,恩华药业,医药生物,6.115E+15
002263.SZ,大东南,轻工制造,6.114E+15
002264.SZ,新华都,商业贸易,6.12E+15
002265.SZ,西仪股份,汽车,1.00001E+15
002266.SZ,浙富控股,电气设备,6.10701E+15
002267.SZ,陕天然气,公用事业,6.116E+15
002268.SZ,卫士通,计算机,1.00001E+15
002269.SZ,美邦服饰,纺织服装,6.113E+15
002270.SZ,法因数控,机械设备,6.107E+15
002271.SZ,东方雨虹,建筑材料,6.10601E+15
002272.SZ,川润股份,机械设备,6.107E+15
002273.SZ,水晶光电,电子,6.108E+15
002274.SZ,华昌化工,化工,6.103E+15
002275.SZ,桂林三金,医药生物,6.115E+15
002276.SZ,万马股份,电气设备,6.10701E+15
002277.SZ,友阿股份,商业贸易,6.12E+15
002278.SZ,神开股份,机械设备,6.107E+15
002279.SZ,久其软件,计算机,1.00001E+15
002280.SZ,新世纪,计算机,1.00001E+15
002281.SZ,光迅科技,通信,1.00001E+15
002282.SZ,博深工具,机械设备,6.107E+15
002283.SZ,天润曲轴,汽车,1.00001E+15
002284.SZ,亚太股份,汽车,1.00001E+15
002285.SZ,世联行,房地产,6.118E+15
002286.SZ,保龄宝,农林牧渔,6.101E+15
002287.SZ,奇正藏药,医药生物,6.115E+15
002288.SZ,超华科技,电子,6.108E+15
002289.SZ,宇顺电子,电子,6.108E+15
002290.SZ,禾盛新材,家用电器,6.111E+15
002291.SZ,星期六,纺织服装,6.113E+15
002292.SZ,奥飞动漫,传媒,6.12201E+15
002293.SZ,罗莱家纺,纺织服装,6.113E+15
002294.SZ,信立泰,医药生物,6.115E+15
002295.SZ,精艺股份,有色金属,6.105E+15
002296.SZ,辉煌科技,计算机,1.00001E+15
002297.SZ,博云新材,国防军工,1.00001E+15
002298.SZ,鑫龙电器,电气设备,6.10701E+15
002299.SZ,圣农发展,农林牧渔,6.101E+15
002300.SZ,太阳电缆,电气设备,6.10701E+15
002301.SZ,齐心集团,轻工制造,6.114E+15
002302.SZ,西部建设,建筑材料,6.10601E+15
002303.SZ,美盈森,轻工制造,6.114E+15
002304.SZ,洋河股份,食品饮料,6.112E+15
002305.SZ,南国置业,房地产,6.118E+15
002306.SZ,中科云网,休闲服务,6.121E+15
002307.SZ,北新路桥,建筑装饰,6.10602E+15
002308.SZ,威创股份,计算机,1.00001E+15
002309.SZ,中利科技,电气设备,6.10701E+15
002310.SZ,东方园林,建筑装饰,6.10602E+15
002311.SZ,海大集团,农林牧渔,6.101E+15
002312.SZ,三泰电子,计算机,1.00001E+15
002313.SZ,日海通讯,通信,1.00001E+15
002314.SZ,雅致股份,建筑材料,6.10601E+15
002315.SZ,焦点科技,传媒,6.12201E+15
002316.SZ,键桥通讯,通信,1.00001E+15
002317.SZ,众生药业,医药生物,6.115E+15
002318.SZ,久立特材,钢铁,6.104E+15
002319.SZ,乐通股份,化工,6.103E+15
002320.SZ,海峡股份,交通运输,6.117E+15
002321.SZ,华英农业,农林牧渔,6.101E+15
002322.SZ,理工监测,电气设备,6.10701E+15
002323.SZ,中联电气,电气设备,6.10701E+15
002324.SZ,普利特,化工,6.103E+15
002325.SZ,洪涛股份,建筑装饰,6.10602E+15
002326.SZ,永太科技,化工,6.103E+15
002327.SZ,富安娜,纺织服装,6.113E+15
002328.SZ,新朋股份,汽车,1.00001E+15
002329.SZ,皇氏乳业,食品饮料,6.112E+15
002330.SZ,得利斯,食品饮料,6.112E+15
002331.SZ,皖通科技,计算机,1.00001E+15
002332.SZ,仙琚制药,医药生物,6.115E+15
002333.SZ,罗普斯金,建筑材料,6.10601E+15
002334.SZ,英威腾,电气设备,6.10701E+15
002335.SZ,科华恒盛,电气设备,6.10701E+15
002336.SZ,人人乐,商业贸易,6.12E+15
002337.SZ,赛象科技,机械设备,6.107E+15
002338.SZ,奥普光电,机械设备,6.107E+15
002339.SZ,积成电子,电气设备,6.10701E+15
002340.SZ,格林美,有色金属,6.105E+15
002341.SZ,新纶科技,公用事业,6.116E+15
002342.SZ,巨力索具,机械设备,6.107E+15
002343.SZ,禾欣股份,化工,6.103E+15
002344.SZ,海宁皮城,商业贸易,6.12E+15
002345.SZ,潮宏基,轻工制造,6.114E+15
002346.SZ,柘中建设,建筑材料,6.10601E+15
002347.SZ,泰尔重工,机械设备,6.107E+15
002348.SZ,高乐股份,轻工制造,6.114E+15
002349.SZ,精华制药,医药生物,6.115E+15
002350.SZ,北京科锐,电气设备,6.10701E+15
002351.SZ,漫步者,电子,6.108E+15
002352.SZ,鼎泰新材,机械设备,6.107E+15
002353.SZ,杰瑞股份,机械设备,6.107E+15
002354.SZ,科冕木业,传媒,6.12201E+15
002355.SZ,兴民钢圈,汽车,1.00001E+15
002356.SZ,浩宁达,电气设备,6.10701E+15
002357.SZ,富临运业,交通运输,6.117E+15
002358.SZ,森源电气,电气设备,6.10701E+15
002359.SZ,齐星铁塔,电气设备,6.10701E+15
002360.SZ,同德化工,化工,6.103E+15
002361.SZ,神剑股份,化工,6.103E+15
002362.SZ,汉王科技,计算机,1.00001E+15
002363.SZ,隆基机械,汽车,1.00001E+15
002364.SZ,中恒电气,电气设备,6.10701E+15
002365.SZ,永安药业,医药生物,6.115E+15
002366.SZ,丹甫股份,家用电器,6.111E+15
002367.SZ,康力电梯,机械设备,6.107E+15
002368.SZ,太极股份,计算机,1.00001E+15
002369.SZ,卓翼科技,电子,6.108E+15
002370.SZ,亚太药业,医药生物,6.115E+15
002371.SZ,七星电子,电子,6.108E+15
002372.SZ,伟星新材,建筑材料,6.10601E+15
002373.SZ,千方科技,计算机,1.00001E+15
002374.SZ,丽鹏股份,轻工制造,6.114E+15
002375.SZ,亚厦股份,建筑装饰,6.10602E+15
002376.SZ,新北洋,计算机,1.00001E+15
002377.SZ,国创高新,化工,6.103E+15
002378.SZ,章源钨业,有色金属,6.105E+15
002379.SZ,鲁丰环保,有色金属,6.105E+15
002380.SZ,科远股份,计算机,1.00001E+15
002381.SZ,双箭股份,化工,6.103E+15
002382.SZ,蓝帆医疗,化工,6.103E+15
002383.SZ,合众思壮,计算机,1.00001E+15
002384.SZ,东山精密,电子,6.108E+15
002385.SZ,大北农,农林牧渔,6.101E+15
002386.SZ,天原集团,化工,6.103E+15
002387.SZ,黑牛食品,食品饮料,6.112E+15
002388.SZ,新亚制程,电子,6.108E+15
002389.SZ,南洋科技,电子,6.108E+15
002390.SZ,信邦制药,医药生物,6.115E+15
002391.SZ,长青股份,化工,6.103E+15
002392.SZ,北京利尔,建筑材料,6.10601E+15
002393.SZ,力生制药,医药生物,6.115E+15
002394.SZ,联发股份,纺织服装,6.113E+15
002395.SZ,双象股份,化工,6.103E+15
002396.SZ,星网锐捷,通信,1.00001E+15
002397.SZ,梦洁家纺,纺织服装,6.113E+15
002398.SZ,建研集团,建筑材料,6.10601E+15
002399.SZ,海普瑞,医药生物,6.115E+15
002400.SZ,省广股份,传媒,6.12201E+15
002401.SZ,中海科技,计算机,1.00001E+15
002402.SZ,和而泰,电子,6.108E+15
002403.SZ,爱仕达,家用电器,6.111E+15
002404.SZ,嘉欣丝绸,纺织服装,6.113E+15
002405.SZ,四维图新,计算机,1.00001E+15
002406.SZ,远东传动,汽车,1.00001E+15
002407.SZ,多氟多,化工,6.103E+15
002408.SZ,齐翔腾达,化工,6.103E+15
002409.SZ,雅克科技,化工,6.103E+15
002410.SZ,广联达,计算机,1.00001E+15
002411.SZ,九九久,化工,6.103E+15
002412.SZ,汉森制药,医药生物,6.115E+15
002413.SZ,常发股份,家用电器,6.111E+15
002414.SZ,高德红外,电子,6.108E+15
002415.SZ,海康威视,计算机,1.00001E+15
002416.SZ,爱施德,商业贸易,6.12E+15
002417.SZ,三元达,通信,1.00001E+15
002418.SZ,康盛股份,家用电器,6.111E+15
002419.SZ,天虹商场,商业贸易,6.12E+15
002420.SZ,毅昌股份,家用电器,6.111E+15
002421.SZ,达实智能,计算机,1.00001E+15
002422.SZ,科伦药业,医药生物,6.115E+15
002423.SZ,中原特钢,机械设备,6.107E+15
002424.SZ,贵州百灵,医药生物,6.115E+15
002425.SZ,凯撒股份,纺织服装,6.113E+15
002426.SZ,胜利精密,机械设备,6.107E+15
002427.SZ,尤夫股份,化工,6.103E+15
002428.SZ,云南锗业,有色金属,6.105E+15
002429.SZ,兆驰股份,家用电器,6.111E+15
002430.SZ,杭氧股份,机械设备,6.107E+15
002431.SZ,棕榈园林,建筑装饰,6.10602E+15
002432.SZ,九安医疗,医药生物,6.115E+15
002433.SZ,太安堂,医药生物,6.115E+15
002434.SZ,万里扬,汽车,1.00001E+15
002435.SZ,长江润发,机械设备,6.107E+15
002436.SZ,兴森科技,电子,6.108E+15
002437.SZ,誉衡药业,医药生物,6.115E+15
002438.SZ,江苏神通,机械设备,6.107E+15
002439.SZ,启明星辰,计算机,1.00001E+15
002440.SZ,闰土股份,化工,6.103E+15
002441.SZ,众业达,电气设备,6.10701E+15
002442.SZ,龙星化工,化工,6.103E+15
002443.SZ,金洲管道,钢铁,6.104E+15
002444.SZ,巨星科技,机械设备,6.107E+15
002445.SZ,中南重工,机械设备,6.107E+15
002446.SZ,盛路通信,通信,1.00001E+15
002447.SZ,壹桥苗业,农林牧渔,6.101E+15
002448.SZ,中原内配,汽车,1.00001E+15
002449.SZ,国星光电,电子,6.108E+15
002450.SZ,康得新,化工,6.103E+15
002451.SZ,摩恩电气,电气设备,6.10701E+15
002452.SZ,长高集团,电气设备,6.10701E+15
002453.SZ,天马精化,化工,6.103E+15
002454.SZ,松芝股份,汽车,1.00001E+15
002455.SZ,百川股份,化工,6.103E+15
002456.SZ,欧菲光,电子,6.108E+15
002457.SZ,青龙管业,建筑材料,6.10601E+15
002458.SZ,益生股份,农林牧渔,6.101E+15
002459.SZ,*ST天业,机械设备,6.107E+15
002460.SZ,赣锋锂业,有色金属,6.105E+15
002461.SZ,珠江啤酒,食品饮料,6.112E+15
002462.SZ,嘉事堂,医药生物,6.115E+15
002463.SZ,沪电股份,电子,6.108E+15
002464.SZ,金利科技,化工,6.103E+15
002465.SZ,海格通信,通信,1.00001E+15
002466.SZ,天齐锂业,有色金属,6.105E+15
002467.SZ,二六三,通信,1.00001E+15
002468.SZ,艾迪西,建筑材料,6.10601E+15
002469.SZ,三维工程,建筑装饰,6.10602E+15
002470.SZ,金正大,化工,6.103E+15
002471.SZ,中超电缆,电气设备,6.10701E+15
002472.SZ,双环传动,汽车,1.00001E+15
002473.SZ,圣莱达,家用电器,6.111E+15
002474.SZ,榕基软件,计算机,1.00001E+15
002475.SZ,立讯精密,电子,6.108E+15
002476.SZ,宝莫股份,化工,6.103E+15
002477.SZ,雏鹰农牧,农林牧渔,6.101E+15
002478.SZ,常宝股份,钢铁,6.104E+15
002479.SZ,富春环保,公用事业,6.116E+15
002480.SZ,新筑股份,机械设备,6.107E+15
002481.SZ,双塔食品,食品饮料,6.112E+15
002482.SZ,广田股份,建筑装饰,6.10602E+15
002483.SZ,润邦股份,机械设备,6.107E+15
002484.SZ,江海股份,电子,6.108E+15
002485.SZ,希努尔,纺织服装,6.113E+15
002486.SZ,嘉麟杰,纺织服装,6.113E+15
002487.SZ,大金重工,机械设备,6.107E+15
002488.SZ,金固股份,汽车,1.00001E+15
002489.SZ,浙江永强,轻工制造,6.114E+15
002490.SZ,山东墨龙,机械设备,6.107E+15
002491.SZ,通鼎光电,通信,1.00001E+15
002492.SZ,恒基达鑫,交通运输,6.117E+15
002493.SZ,荣盛石化,化工,6.103E+15
002494.SZ,华斯股份,纺织服装,6.113E+15
002495.SZ,佳隆股份,食品饮料,6.112E+15
002496.SZ,辉丰股份,化工,6.103E+15
002497.SZ,雅化集团,化工,6.103E+15
002498.SZ,汉缆股份,电气设备,6.10701E+15
002499.SZ,科林环保,机械设备,6.107E+15
002500.SZ,山西证券,非银金融,1.00001E+15
002501.SZ,利源精制,有色金属,6.105E+15
002502.SZ,骅威股份,轻工制造,6.114E+15
002503.SZ,搜于特,纺织服装,6.113E+15
002504.SZ,东光微电,电子,6.108E+15
002505.SZ,大康牧业,农林牧渔,6.101E+15
002506.SZ,*ST超日,电气设备,6.10701E+15
002507.SZ,涪陵榨菜,食品饮料,6.112E+15
002508.SZ,老板电器,家用电器,6.111E+15
002509.SZ,天广消防,机械设备,6.107E+15
002510.SZ,天汽模,机械设备,6.107E+15
002511.SZ,中顺洁柔,轻工制造,6.114E+15
002512.SZ,达华智能,电子,6.108E+15
002513.SZ,蓝丰生化,化工,6.103E+15
002514.SZ,宝馨科技,机械设备,6.107E+15
002515.SZ,金字火腿,食品饮料,6.112E+15
002516.SZ,江苏旷达,纺织服装,6.113E+15
002517.SZ,泰亚股份,纺织服装,6.113E+15
002518.SZ,科士达,电气设备,6.10701E+15
002519.SZ,银河电子,家用电器,6.111E+15
002520.SZ,日发精机,机械设备,6.107E+15
002521.SZ,齐峰新材,轻工制造,6.114E+15
002522.SZ,浙江众成,轻工制造,6.114E+15
002523.SZ,天桥起重,机械设备,6.107E+15
002524.SZ,光正集团,建筑装饰,6.10602E+15
002526.SZ,山东矿机,机械设备,6.107E+15
002527.SZ,新时达,电气设备,6.10701E+15
002528.SZ,英飞拓,计算机,1.00001E+15
002529.SZ,海源机械,机械设备,6.107E+15
002530.SZ,丰东股份,机械设备,6.107E+15
002531.SZ,天顺风能,电气设备,6.10701E+15
002532.SZ,新界泵业,机械设备,6.107E+15
002533.SZ,金杯电工,电气设备,6.10701E+15
002534.SZ,杭锅股份,电气设备,6.10701E+15
002535.SZ,林州重机,机械设备,6.107E+15
002536.SZ,西泵股份,汽车,1.00001E+15
002537.SZ,海立美达,机械设备,6.107E+15
002538.SZ,司尔特,化工,6.103E+15
002539.SZ,新都化工,化工,6.103E+15
002540.SZ,亚太科技,有色金属,6.105E+15
002541.SZ,鸿路钢构,建筑装饰,6.10602E+15
002542.SZ,中化岩土,建筑装饰,6.10602E+15
002543.SZ,万和电气,家用电器,6.111E+15
002544.SZ,杰赛科技,通信,1.00001E+15
002545.SZ,东方铁塔,电气设备,6.10701E+15
002546.SZ,新联电子,电气设备,6.10701E+15
002547.SZ,春兴精工,电子,6.108E+15
002548.SZ,金新农,农林牧渔,6.101E+15
002549.SZ,凯美特气,化工,6.103E+15
002550.SZ,千红制药,医药生物,6.115E+15
002551.SZ,尚荣医疗,医药生物,6.115E+15
002552.SZ,宝鼎重工,机械设备,6.107E+15
002553.SZ,南方轴承,汽车,1.00001E+15
002554.SZ,惠博普,采掘,6.102E+15
002555.SZ,顺荣股份,传媒,6.12201E+15
002556.SZ,辉隆股份,化工,6.103E+15
002557.SZ,洽洽食品,食品饮料,6.112E+15
002558.SZ,世纪游轮,休闲服务,6.121E+15
002559.SZ,亚威股份,机械设备,6.107E+15
002560.SZ,通达股份,电气设备,6.10701E+15
002561.SZ,徐家汇,商业贸易,6.12E+15
002562.SZ,兄弟科技,化工,6.103E+15
002563.SZ,森马服饰,纺织服装,6.113E+15
002564.SZ,天沃科技,机械设备,6.107E+15
002565.SZ,上海绿新,轻工制造,6.114E+15
002566.SZ,益盛药业,医药生物,6.115E+15
002567.SZ,唐人神,农林牧渔,6.101E+15
002568.SZ,百润股份,食品饮料,6.112E+15
002569.SZ,步森股份,纺织服装,6.113E+15
002570.SZ,贝因美,食品饮料,6.112E+15
002571.SZ,德力股份,轻工制造,6.114E+15
002572.SZ,索菲亚,轻工制造,6.114E+15
002573.SZ,国电清新,公用事业,6.116E+15
002574.SZ,明牌珠宝,轻工制造,6.114E+15
002575.SZ,群兴玩具,轻工制造,6.114E+15
002576.SZ,通达动力,电气设备,6.10701E+15
002577.SZ,雷柏科技,计算机,1.00001E+15
002578.SZ,闽发铝业,有色金属,6.105E+15
002579.SZ,中京电子,电子,6.108E+15
002580.SZ,圣阳股份,电气设备,6.10701E+15
002581.SZ,万昌科技,化工,6.103E+15
002582.SZ,好想你,食品饮料,6.112E+15
002583.SZ,海能达,通信,1.00001E+15
002584.SZ,西陇化工,化工,6.103E+15
002585.SZ,双星新材,轻工制造,6.114E+15
002586.SZ,围海股份,建筑装饰,6.10602E+15
002587.SZ,奥拓电子,电子,6.108E+15
002588.SZ,史丹利,化工,6.103E+15
002589.SZ,瑞康医药,医药生物,6.115E+15
002590.SZ,万安科技,汽车,1.00001E+15
002591.SZ,恒大高新,化工,6.103E+15
002592.SZ,八菱科技,汽车,1.00001E+15
002593.SZ,日上集团,汽车,1.00001E+15
002594.SZ,比亚迪,汽车,1.00001E+15
002595.SZ,豪迈科技,机械设备,6.107E+15
002596.SZ,海南瑞泽,建筑材料,6.10601E+15
002597.SZ,金禾实业,化工,6.103E+15
002598.SZ,山东章鼓,机械设备,6.107E+15
002599.SZ,盛通股份,轻工制造,6.114E+15
002600.SZ,江粉磁材,有色金属,6.105E+15
002601.SZ,佰利联,化工,6.103E+15
002602.SZ,世纪华通,汽车,1.00001E+15
002603.SZ,以岭药业,医药生物,6.115E+15
002604.SZ,龙力生物,农林牧渔,6.101E+15
002605.SZ,姚记扑克,轻工制造,6.114E+15
002606.SZ,大连电瓷,电气设备,6.10701E+15
002607.SZ,亚夏汽车,汽车,1.00001E+15
002608.SZ,舜天船舶,国防军工,1.00001E+15
002609.SZ,捷顺科技,计算机,1.00001E+15
002610.SZ,爱康科技,电气设备,6.10701E+15
002611.SZ,东方精工,机械设备,6.107E+15
002612.SZ,朗姿股份,纺织服装,6.113E+15
002613.SZ,北玻股份,机械设备,6.107E+15
002614.SZ,蒙发利,家用电器,6.111E+15
002615.SZ,哈尔斯,轻工制造,6.114E+15
002616.SZ,长青集团,家用电器,6.111E+15
002617.SZ,露笑科技,电气设备,6.10701E+15
002618.SZ,丹邦科技,电子,6.108E+15
002619.SZ,巨龙管业,建筑材料,6.10601E+15
002620.SZ,瑞和股份,建筑装饰,6.10602E+15
002621.SZ,大连三垒,机械设备,6.107E+15
002622.SZ,永大集团,电气设备,6.10701E+15
002623.SZ,亚玛顿,建筑材料,6.10601E+15
002624.SZ,金磊股份,建筑材料,6.10601E+15
002625.SZ,龙生股份,汽车,1.00001E+15
002626.SZ,金达威,医药生物,6.115E+15
002627.SZ,宜昌交运,交通运输,6.117E+15
002628.SZ,成都路桥,建筑装饰,6.10602E+15
002629.SZ,仁智油服,采掘,6.102E+15
002630.SZ,华西能源,电气设备,6.10701E+15
002631.SZ,德尔家居,轻工制造,6.114E+15
002632.SZ,道明光学,化工,6.103E+15
002633.SZ,申科股份,机械设备,6.107E+15
002634.SZ,棒杰股份,纺织服装,6.113E+15
002635.SZ,安洁科技,电子,6.108E+15
002636.SZ,金安国纪,电子,6.108E+15
002637.SZ,赞宇科技,化工,6.103E+15
002638.SZ,勤上光电,电子,6.108E+15
002639.SZ,雪人股份,机械设备,6.107E+15
002640.SZ,百圆裤业,纺织服装,6.113E+15
002641.SZ,永高股份,建筑材料,6.10601E+15
002642.SZ,荣之联,计算机,1.00001E+15
002643.SZ,烟台万润,化工,6.103E+15
002644.SZ,佛慈制药,医药生物,6.115E+15
002645.SZ,华宏科技,机械设备,6.107E+15
002646.SZ,青青稞酒,食品饮料,6.112E+15
002647.SZ,宏磊股份,机械设备,6.107E+15
002648.SZ,卫星石化,化工,6.103E+15
002649.SZ,博彦科技,计算机,1.00001E+15
002650.SZ,加加食品,食品饮料,6.112E+15
002651.SZ,利君股份,机械设备,6.107E+15
002652.SZ,扬子新材,建筑材料,6.10601E+15
002653.SZ,海思科,医药生物,6.115E+15
002654.SZ,万润科技,电子,6.108E+15
002655.SZ,共达电声,电子,6.108E+15
