"trade_code","weight"
"600015.SH",0.016665630459527
"600000.SH",0.016665630459527
"601398.SH",0.016665630459527
"601288.SH",0.016665630459527
"600036.SH",0.016665630459527
"601328.SH",0.016665630459527
"601939.SH",0.016665630459527
"601818.SH",0.016665630459527
"601998.SH",0.016665630459527
"601988.SH",0.016665630459527
"601169.SH",0.016665630459527
"600016.SH",0.016665630459527
"000001.SZ",0.016665630459527
"000402.SZ",0.00598632210752009
"600648.SH",0.00598632210752009
"600663.SH",0.00598632210752009
"600340.SH",0.00598632210752009
"000002.SZ",0.00598632210752009
"600383.SH",0.00598632210752009
"600208.SH",0.00598632210752009
"600048.SH",0.00598632210752009
"000069.SZ",0.00598632210752009
"002252.SZ",0.00297163425443657
"002399.SZ",0.00297163425443657
"002603.SZ",0.00297163425443657
"600267.SH",0.00297163425443657
"600436.SH",0.00297163425443657
"002422.SZ",0.00297163425443657
"600998.SH",0.00297163425443657
"002653.SZ",0.00297163425443657
"300015.SZ",0.00297163425443657
"000999.SZ",0.00297163425443657
"002001.SZ",0.00297163425443657
"600664.SH",0.00297163425443657
"600867.SH",0.00297163425443657
"600079.SH",0.00297163425443657
"002294.SZ",0.00297163425443657
"600085.SH",0.00297163425443657
"000538.SZ",0.00297163425443657
"600332.SH",0.00297163425443657
"600196.SH",0.00297163425443657
"600535.SH",0.00297163425443657
"002007.SZ",0.00297163425443657
"000963.SZ",0.00297163425443657
"000623.SZ",0.00297163425443657
"601607.SH",0.00297163425443657
"000839.SZ",0.00213396097641429
"000009.SZ",0.00213396097641429
"600277.SH",0.00213396097641429
"600585.SH",0.00385610492229249
"601992.SH",0.00385610492229249
"000401.SZ",0.00385610492229249
"601633.SH",0.00427813229242865
"600660.SH",0.00427813229242865
"000800.SZ",0.00427813229242865
"600166.SH",0.00427813229242865
"600104.SH",0.00427813229242865
"600066.SH",0.00427813229242865
"601258.SH",0.00427813229242865
"000581.SZ",0.00427813229242865
"000338.SZ",0.00427813229242865
"600873.SH",0.00497924227830001
"000729.SZ",0.00497924227830001
"002570.SZ",0.00497924227830001
"000869.SZ",0.00497924227830001
"600600.SH",0.00497924227830001
"600809.SH",0.00497924227830001
"000568.SZ",0.00497924227830001
"600887.SH",0.00497924227830001
"000858.SZ",0.00497924227830001
"300146.SZ",0.00497924227830001
"002304.SZ",0.00497924227830001
"002475.SZ",0.00362211797312425
"601231.SH",0.00362211797312425
"000725.SZ",0.00362211797312425
"002008.SZ",0.00362211797312425
"002241.SZ",0.00362211797312425
"002456.SZ",0.00362211797312425
"600703.SH",0.00362211797312425
"600718.SH",0.00290767782166392
"002230.SZ",0.00290767782166392
"600100.SH",0.00290767782166392
"002153.SZ",0.00290767782166392
"002410.SZ",0.00290767782166392
"600588.SH",0.00290767782166392
"002236.SZ",0.00290767782166392
"002065.SZ",0.00290767782166392
"600009.SH",0.0033818913719782
"601018.SH",0.0033818913719782
"601111.SH",0.0033818913719782
"600153.SH",0.0033818913719782
"601333.SH",0.0033818913719782
"600221.SH",0.0033818913719782
"601006.SH",0.0033818913719782
"601866.SH",0.0033818913719782
"600029.SH",0.0033818913719782
"600886.SH",0.00308060531933491
"600008.SH",0.00308060531933491
"600674.SH",0.00308060531933491
"600900.SH",0.00308060531933491
"000598.SZ",0.00308060531933491
"600795.SH",0.00308060531933491
"601158.SH",0.00308060531933491
"600863.SH",0.00308060531933491
"600578.SH",0.00308060531933491
"000027.SZ",0.00308060531933491
"600642.SH",0.00308060531933491
"300070.SZ",0.00308060531933491
"000039.SZ",0.00315882381377115
"000425.SZ",0.00315882381377115
"601766.SH",0.00315882381377115
"600031.SH",0.00315882381377115
"601299.SH",0.00315882381377115
"000157.SZ",0.00315882381377115
"603699.SH",0.00315882381377115
"300024.SZ",0.00315882381377115
"601668.SH",0.00322646731362161
"601669.SH",0.00322646731362161
"600068.SH",0.00322646731362161
"600170.SH",0.00322646731362161
"601618.SH",0.00322646731362161
"601800.SH",0.00322646731362161
"601117.SH",0.00322646731362161
"601186.SH",0.00322646731362161
"601390.SH",0.00322646731362161
"002310.SZ",0.00322646731362161
"002051.SZ",0.00322646731362161
"600058.SH",0.00317286303072125
"600655.SH",0.00317286303072125
"000061.SZ",0.00317286303072125
"002416.SZ",0.00317286303072125
"002024.SZ",0.00317286303072125
"600739.SH",0.00317286303072125
"600415.SH",0.00317286303072125
"002470.SZ",0.00389354283415941
"600688.SH",0.00389354283415941
"601216.SH",0.00389354283415941
"600143.SH",0.00389354283415941
"000792.SZ",0.00389354283415941
"600315.SH",0.00389354283415941
"600352.SH",0.00389354283415941
"600256.SH",0.00389354283415941
"600028.SH",0.00389354283415941
"600516.SH",0.00313729701444768
"000970.SZ",0.00313729701444768
"000831.SZ",0.00313729701444768
"601958.SH",0.00313729701444768
"601168.SH",0.00313729701444768
"600111.SH",0.00313729701444768
"000960.SZ",0.00313729701444768
"600497.SH",0.00313729701444768
"603993.SH",0.00313729701444768
"600549.SH",0.00313729701444768
"000878.SZ",0.00313729701444768
"000060.SZ",0.00313729701444768
"600489.SH",0.00313729701444768
"601600.SH",0.00313729701444768
"601929.SH",0.00226031392896514
"603000.SH",0.00226031392896514
"000793.SZ",0.00226031392896514
"600373.SH",0.00226031392896514
"600880.SH",0.00226031392896514
"300027.SZ",0.00226031392896514
"600633.SH",0.00226031392896514
"000917.SZ",0.00226031392896514
"002292.SZ",0.00226031392896514
"601098.SH",0.00226031392896514
"002400.SZ",0.00226031392896514
"601928.SH",0.00226031392896514
"300251.SZ",0.00226031392896514
"600583.SH",0.00340684997988948
