"datetime","trade_code"
2015-04-02,"002171.SZ"
2015-04-02,"002173.SZ"
2015-04-02,"002174.SZ"
2015-04-02,"002176.SZ"
2015-04-02,"002180.SZ"
2015-04-02,"002188.SZ"
2015-04-02,"002196.SZ"
2015-04-02,"002211.SZ"
2015-04-02,"002213.SZ"
2015-04-02,"002225.SZ"
2015-04-02,"002231.SZ"
2015-04-02,"002234.SZ"
2015-04-02,"002239.SZ"
2015-04-02,"002249.SZ"
2015-04-02,"002255.SZ"
2015-04-02,"002261.SZ"
2015-04-02,"002264.SZ"
2015-04-02,"002277.SZ"
2015-04-02,"002279.SZ"
2015-04-02,"002280.SZ"
2015-04-02,"002290.SZ"
2015-04-02,"002298.SZ"
2015-04-02,"002301.SZ"
2015-04-02,"002306.SZ"
2015-04-02,"002316.SZ"
2015-04-02,"002319.SZ"
2015-04-02,"002349.SZ"
2015-04-02,"002350.SZ"
2015-04-02,"002357.SZ"
2015-04-02,"002358.SZ"
2015-04-02,"002359.SZ"
2015-04-02,"002361.SZ"
2015-04-02,"002364.SZ"
2015-04-02,"002376.SZ"
2015-04-02,"002390.SZ"
2015-04-02,"002411.SZ"
2015-04-02,"002417.SZ"
2015-04-02,"002421.SZ"
2015-04-02,"002442.SZ"
2015-04-02,"002446.SZ"
2015-04-02,"002458.SZ"
2015-04-02,"002464.SZ"
2015-04-02,"002473.SZ"
2015-04-02,"002476.SZ"
2015-04-02,"002491.SZ"
2015-04-02,"002498.SZ"
2015-04-02,"002502.SZ"
2015-04-02,"002509.SZ"
2015-04-02,"002512.SZ"
2015-04-02,"002513.SZ"
2015-04-02,"002517.SZ"
2015-04-02,"002520.SZ"
2015-04-02,"002529.SZ"
2015-04-02,"002548.SZ"
2015-04-02,"002549.SZ"
2015-04-02,"002553.SZ"
2015-04-02,"002555.SZ"
2015-04-02,"002558.SZ"
2015-04-02,"002565.SZ"
2015-04-02,"002569.SZ"
2015-04-02,"002596.SZ"
2015-04-02,"002598.SZ"
2015-04-02,"002602.SZ"
2015-04-02,"002607.SZ"
2015-04-02,"002611.SZ"
2015-04-02,"002612.SZ"
2015-04-02,"002617.SZ"
2015-04-02,"002624.SZ"
2015-04-02,"002630.SZ"
2015-04-02,"002637.SZ"
2015-04-02,"002645.SZ"
2015-04-02,"002656.SZ"
2015-04-02,"002659.SZ"
2015-04-02,"002660.SZ"
2015-04-02,"002672.SZ"
2015-04-02,"002675.SZ"
2015-04-02,"002680.SZ"
2015-04-02,"002691.SZ"
2015-04-02,"002707.SZ"
2015-04-02,"002711.SZ"
2015-04-02,"002712.SZ"
2015-04-02,"002717.SZ"
2015-04-02,"002721.SZ"
2015-04-02,"002722.SZ"
2015-04-02,"002728.SZ"
2015-04-02,"200012.SZ"
2015-04-02,"200053.SZ"
2015-04-02,"200160.SZ"
2015-04-02,"200541.SZ"
2015-04-02,"200625.SZ"
2015-04-02,"300001.SZ"
2015-04-02,"300008.SZ"
2015-04-02,"300010.SZ"
2015-04-02,"300022.SZ"
2015-04-02,"300023.SZ"
2015-04-02,"300025.SZ"
2015-04-02,"300030.SZ"
2015-04-02,"300034.SZ"
2015-04-02,"300036.SZ"
2015-04-02,"300038.SZ"
2015-04-02,"300040.SZ"
2015-04-02,"300052.SZ"
2015-04-02,"300053.SZ"
2015-04-02,"300054.SZ"
2015-04-02,"300059.SZ"
2015-04-02,"300063.SZ"
2015-04-02,"300065.SZ"
2015-04-02,"300069.SZ"
2015-04-02,"300073.SZ"
2015-04-02,"300078.SZ"
2015-04-02,"300081.SZ"
2015-04-02,"300085.SZ"
2015-04-02,"300090.SZ"
2015-04-02,"300095.SZ"
2015-04-02,"300098.SZ"
2015-04-02,"300101.SZ"
2015-04-02,"300110.SZ"
2015-04-02,"300116.SZ"
2015-04-02,"300118.SZ"
2015-04-02,"300121.SZ"
2015-04-02,"300126.SZ"
2015-04-02,"300130.SZ"
2015-04-02,"300141.SZ"
2015-04-02,"300174.SZ"
2015-04-02,"300177.SZ"
2015-04-02,"300181.SZ"
2015-04-02,"300183.SZ"
2015-04-02,"300186.SZ"
2015-04-02,"300192.SZ"
2015-04-02,"300201.SZ"
2015-04-02,"300213.SZ"
2015-04-02,"300220.SZ"
2015-04-02,"300222.SZ"
2015-04-02,"300232.SZ"
2015-04-02,"300233.SZ"
2015-04-02,"300241.SZ"
2015-04-02,"300242.SZ"
2015-04-02,"300243.SZ"
2015-04-02,"300269.SZ"
2015-04-02,"300271.SZ"
2015-04-02,"300274.SZ"
2015-04-02,"300278.SZ"
2015-04-02,"300298.SZ"
2015-04-02,"300308.SZ"
2015-04-02,"300316.SZ"
2015-04-02,"300322.SZ"
2015-04-02,"300339.SZ"
2015-04-02,"300348.SZ"
2015-04-02,"300349.SZ"
2015-04-02,"300353.SZ"
2015-04-02,"300362.SZ"
2015-04-02,"300366.SZ"
2015-04-02,"300367.SZ"
2015-04-02,"300368.SZ"
2015-04-02,"300379.SZ"
2015-04-02,"300390.SZ"
2015-04-02,"300396.SZ"
2015-04-02,"300415.SZ"
2015-04-02,"600053.SH"
2015-04-02,"600062.SH"
2015-04-02,"600075.SH"
2015-04-02,"600076.SH"
2015-04-02,"600083.SH"
2015-04-02,"600086.SH"
2015-04-02,"600090.SH"
2015-04-02,"600129.SH"
2015-04-02,"600136.SH"
2015-04-02,"600155.SH"
2015-04-02,"600157.SH"
2015-04-02,"600172.SH"
2015-04-02,"600179.SH"
2015-04-02,"600191.SH"
2015-04-02,"600196.SH"
2015-04-02,"600209.SH"
2015-04-02,"600221.SH"
2015-04-02,"600226.SH"
2015-04-02,"600232.SH"
2015-04-02,"600238.SH"
2015-04-02,"600246.SH"
2015-04-02,"600250.SH"
2015-04-02,"600258.SH"
2015-04-02,"600271.SH"
2015-04-02,"600285.SH"
2015-04-02,"600293.SH"
2015-04-02,"600337.SH"
2015-04-02,"600380.SH"
2015-04-02,"600432.SH"
2015-04-02,"600438.SH"
2015-04-02,"600461.SH"
2015-04-02,"600475.SH"
2015-04-02,"600483.SH"
2015-04-02,"600498.SH"
2015-04-02,"600503.SH"
2015-04-02,"600516.SH"
2015-04-02,"600522.SH"
2015-04-02,"600558.SH"
2015-04-02,"600575.SH"
2015-04-02,"600576.SH"
2015-04-02,"600597.SH"
2015-04-02,"600598.SH"
2015-04-02,"600599.SH"
2015-04-02,"600612.SH"
2015-04-02,"600614.SH"
2015-04-02,"600637.SH"
2015-04-02,"600649.SH"
2015-04-02,"600654.SH"
2015-04-02,"600667.SH"
2015-04-02,"600677.SH"
2015-04-02,"600679.SH"
2015-04-02,"600681.SH"
2015-04-02,"600689.SH"
2015-04-02,"600701.SH"
2015-04-02,"600719.SH"
2015-04-02,"600722.SH"
2015-04-02,"600725.SH"
2015-04-02,"600741.SH"
2015-04-02,"600745.SH"
2015-04-02,"600747.SH"
2015-04-02,"600748.SH"
2015-04-02,"600756.SH"
2015-04-02,"600759.SH"
2015-04-02,"600777.SH"
2015-04-02,"600797.SH"
2015-04-02,"600806.SH"
2015-04-02,"600817.SH"
2015-04-02,"600827.SH"
2015-04-02,"600832.SH"
2015-04-02,"600858.SH"
2015-04-02,"600866.SH"
2015-04-02,"600870.SH"
2015-04-02,"600894.SH"
2015-04-02,"600898.SH"
2015-04-02,"600962.SH"
2015-04-02,"601299.SH"
2015-04-02,"601588.SH"
2015-04-02,"601608.SH"
2015-04-02,"601766.SH"
2015-04-02,"601888.SH"
2015-04-02,"603003.SH"
2015-04-02,"603010.SH"
2015-04-02,"900905.SH"
2015-04-02,"900907.SH"
2015-04-02,"900916.SH"
2015-04-02,"900922.SH"
2015-04-02,"900923.SH"
2015-04-02,"900935.SH"
2015-04-02,"900945.SH"
2015-04-02,"900950.SH"
