"datetime","trade_code"
2015-04-02,"000005.SZ"
2015-04-02,"000008.SZ"
2015-04-02,"000010.SZ"
2015-04-02,"000012.SZ"
2015-04-02,"000033.SZ"
2015-04-02,"000034.SZ"
2015-04-02,"000038.SZ"
2015-04-02,"000062.SZ"
2015-04-02,"000068.SZ"
2015-04-02,"000070.SZ"
2015-04-02,"000403.SZ"
2015-04-02,"000410.SZ"
2015-04-02,"000411.SZ"
2015-04-02,"000415.SZ"
2015-04-02,"000502.SZ"
2015-04-02,"000503.SZ"
2015-04-02,"000506.SZ"
2015-04-02,"000510.SZ"
2015-04-02,"000518.SZ"
2015-04-02,"000526.SZ"
2015-04-02,"000536.SZ"
2015-04-02,"000541.SZ"
2015-04-02,"000564.SZ"
2015-04-02,"000584.SZ"
2015-04-02,"000587.SZ"
2015-04-02,"000591.SZ"
2015-04-02,"000593.SZ"
2015-04-02,"000605.SZ"
2015-04-02,"000607.SZ"
2015-04-02,"000611.SZ"
2015-04-02,"000616.SZ"
2015-04-02,"000625.SZ"
2015-04-02,"000626.SZ"
2015-04-02,"000630.SZ"
2015-04-02,"000633.SZ"
2015-04-02,"000636.SZ"
2015-04-02,"000663.SZ"
2015-04-02,"000671.SZ"
2015-04-02,"000676.SZ"
2015-04-02,"000677.SZ"
2015-04-02,"000687.SZ"
2015-04-02,"000692.SZ"
2015-04-02,"000715.SZ"
2015-04-02,"000719.SZ"
2015-04-02,"000721.SZ"
2015-04-02,"000728.SZ"
2015-04-02,"000755.SZ"
2015-04-02,"000766.SZ"
2015-04-02,"000796.SZ"
2015-04-02,"000820.SZ"
2015-04-02,"000826.SZ"
2015-04-02,"000860.SZ"
2015-04-02,"000863.SZ"
2015-04-02,"000883.SZ"
2015-04-02,"000887.SZ"
2015-04-02,"000889.SZ"
2015-04-02,"000899.SZ"
2015-04-02,"000912.SZ"
2015-04-02,"000938.SZ"
2015-04-02,"000939.SZ"
2015-04-02,"000968.SZ"
2015-04-02,"000969.SZ"
2015-04-02,"000971.SZ"
2015-04-02,"000978.SZ"
2015-04-02,"000982.SZ"
2015-04-02,"000989.SZ"
2015-04-02,"000990.SZ"
2015-04-02,"000995.SZ"
2015-04-02,"000996.SZ"
2015-04-02,"002010.SZ"
2015-04-02,"002011.SZ"
2015-04-02,"002015.SZ"
2015-04-02,"002021.SZ"
2015-04-02,"002036.SZ"
2015-04-02,"002037.SZ"
2015-04-02,"002047.SZ"
2015-04-02,"002049.SZ"
2015-04-02,"002057.SZ"
2015-04-02,"002074.SZ"
2015-04-02,"002089.SZ"
2015-04-02,"002104.SZ"
2015-04-02,"002110.SZ"
2015-04-02,"002114.SZ"
2015-04-02,"002119.SZ"
2015-04-02,"002125.SZ"
2015-04-02,"002127.SZ"
2015-04-02,"002131.SZ"
2015-04-02,"002137.SZ"
2015-04-02,"002151.SZ"
2015-04-02,"002159.SZ"
2015-04-02,"002160.SZ"
2015-04-02,"002161.SZ"
2015-04-02,"002169.SZ"
