"datetime","trade_code"
2015-04-08,"002110.SZ"
2015-04-08,"002114.SZ"
2015-04-08,"002119.SZ"
2015-04-08,"002125.SZ"
2015-04-08,"002127.SZ"
2015-04-08,"002131.SZ"
2015-04-08,"002137.SZ"
2015-04-08,"002159.SZ"
2015-04-08,"002160.SZ"
2015-04-08,"002161.SZ"
2015-04-08,"002169.SZ"
2015-04-08,"002171.SZ"
2015-04-08,"002173.SZ"
2015-04-08,"002176.SZ"
2015-04-08,"002180.SZ"
2015-04-08,"002188.SZ"
2015-04-08,"002196.SZ"
2015-04-08,"002211.SZ"
2015-04-08,"002213.SZ"
2015-04-08,"002225.SZ"
2015-04-08,"002231.SZ"
2015-04-08,"002239.SZ"
2015-04-08,"002249.SZ"
2015-04-08,"002250.SZ"
2015-04-08,"002255.SZ"
2015-04-08,"002261.SZ"
2015-04-08,"002264.SZ"
2015-04-08,"002279.SZ"
2015-04-08,"002290.SZ"
2015-04-08,"002298.SZ"
2015-04-08,"002301.SZ"
2015-04-08,"002310.SZ"
2015-04-08,"002316.SZ"
2015-04-08,"002319.SZ"
2015-04-08,"002344.SZ"
2015-04-08,"002349.SZ"
2015-04-08,"002350.SZ"
2015-04-08,"002357.SZ"
2015-04-08,"002358.SZ"
2015-04-08,"002359.SZ"
2015-04-08,"002361.SZ"
2015-04-08,"002364.SZ"
2015-04-08,"002376.SZ"
2015-04-08,"002390.SZ"
2015-04-08,"002411.SZ"
2015-04-08,"002417.SZ"
2015-04-08,"002421.SZ"
2015-04-08,"002442.SZ"
2015-04-08,"002446.SZ"
2015-04-08,"002458.SZ"
2015-04-08,"002464.SZ"
2015-04-08,"002476.SZ"
2015-04-08,"002491.SZ"
2015-04-08,"002493.SZ"
2015-04-08,"002498.SZ"
2015-04-08,"002502.SZ"
2015-04-08,"002504.SZ"
2015-04-08,"002509.SZ"
2015-04-08,"002512.SZ"
2015-04-08,"002513.SZ"
2015-04-08,"002517.SZ"
2015-04-08,"002520.SZ"
2015-04-08,"002529.SZ"
2015-04-08,"002548.SZ"
2015-04-08,"002549.SZ"
2015-04-08,"002551.SZ"
2015-04-08,"002555.SZ"
2015-04-08,"002558.SZ"
2015-04-08,"002568.SZ"
2015-04-08,"002569.SZ"
2015-04-08,"002578.SZ"
2015-04-08,"002579.SZ"
2015-04-08,"002596.SZ"
2015-04-08,"002598.SZ"
2015-04-08,"002601.SZ"
2015-04-08,"002602.SZ"
2015-04-08,"002607.SZ"
2015-04-08,"002611.SZ"
2015-04-08,"002617.SZ"
2015-04-08,"002624.SZ"
2015-04-08,"002626.SZ"
2015-04-08,"002630.SZ"
2015-04-08,"002637.SZ"
2015-04-08,"002645.SZ"
2015-04-08,"002656.SZ"
2015-04-08,"002659.SZ"
2015-04-08,"002660.SZ"
2015-04-08,"002667.SZ"
2015-04-08,"002672.SZ"
2015-04-08,"002675.SZ"
2015-04-08,"002680.SZ"
2015-04-08,"002691.SZ"
2015-04-08,"002707.SZ"
2015-04-08,"002711.SZ"
2015-04-08,"002712.SZ"
2015-04-08,"002714.SZ"
2015-04-08,"002717.SZ"
2015-04-08,"002722.SZ"
2015-04-08,"002728.SZ"
2015-04-08,"200012.SZ"
2015-04-08,"200024.SZ"
2015-04-08,"200053.SZ"
2015-04-08,"200160.SZ"
2015-04-08,"200168.SZ"
2015-04-08,"200429.SZ"
2015-04-08,"200625.SZ"
2015-04-08,"300001.SZ"
2015-04-08,"300008.SZ"
2015-04-08,"300010.SZ"
2015-04-08,"300022.SZ"
2015-04-08,"300023.SZ"
2015-04-08,"300025.SZ"
2015-04-08,"300026.SZ"
2015-04-08,"300030.SZ"
2015-04-08,"300036.SZ"
2015-04-08,"300038.SZ"
2015-04-08,"300040.SZ"
2015-04-08,"300053.SZ"
2015-04-08,"300059.SZ"
2015-04-08,"300063.SZ"
2015-04-08,"300065.SZ"
2015-04-08,"300073.SZ"
2015-04-08,"300078.SZ"
2015-04-08,"300081.SZ"
2015-04-08,"300083.SZ"
2015-04-08,"300085.SZ"
2015-04-08,"300090.SZ"
2015-04-08,"300095.SZ"
2015-04-08,"300098.SZ"
2015-04-08,"300101.SZ"
2015-04-08,"300110.SZ"
2015-04-08,"300116.SZ"
2015-04-08,"300121.SZ"
2015-04-08,"300126.SZ"
2015-04-08,"300130.SZ"
2015-04-08,"300134.SZ"
2015-04-08,"300141.SZ"
2015-04-08,"300143.SZ"
2015-04-08,"300174.SZ"
2015-04-08,"300177.SZ"
2015-04-08,"300181.SZ"
2015-04-08,"300183.SZ"
2015-04-08,"300186.SZ"
2015-04-08,"300192.SZ"
2015-04-08,"300201.SZ"
2015-04-08,"300213.SZ"
2015-04-08,"300222.SZ"
2015-04-08,"300232.SZ"
2015-04-08,"300233.SZ"
2015-04-08,"300241.SZ"
2015-04-08,"300242.SZ"
2015-04-08,"300243.SZ"
2015-04-08,"300271.SZ"
2015-04-08,"300274.SZ"
2015-04-08,"300278.SZ"
2015-04-08,"300289.SZ"
2015-04-08,"300298.SZ"
2015-04-08,"300304.SZ"
2015-04-08,"300308.SZ"
2015-04-08,"300316.SZ"
2015-04-08,"300322.SZ"
2015-04-08,"300339.SZ"
2015-04-08,"300348.SZ"
2015-04-08,"300349.SZ"
2015-04-08,"300353.SZ"
2015-04-08,"300362.SZ"
2015-04-08,"300366.SZ"
2015-04-08,"300367.SZ"
2015-04-08,"300368.SZ"
2015-04-08,"300379.SZ"
2015-04-08,"300390.SZ"
2015-04-08,"300396.SZ"
2015-04-08,"300425.SZ"
2015-04-08,"600036.SH"
2015-04-08,"600053.SH"
2015-04-08,"600062.SH"
2015-04-08,"600076.SH"
2015-04-08,"600083.SH"
2015-04-08,"600086.SH"
2015-04-08,"600090.SH"
2015-04-08,"600107.SH"
2015-04-08,"600129.SH"
2015-04-08,"600136.SH"
2015-04-08,"600155.SH"
2015-04-08,"600157.SH"
2015-04-08,"600172.SH"
2015-04-08,"600179.SH"
2015-04-08,"600191.SH"
2015-04-08,"600196.SH"
2015-04-08,"600206.SH"
2015-04-08,"600209.SH"
2015-04-08,"600221.SH"
2015-04-08,"600226.SH"
2015-04-08,"600232.SH"
2015-04-08,"600238.SH"
2015-04-08,"600246.SH"
2015-04-08,"600250.SH"
2015-04-08,"600258.SH"
2015-04-08,"600271.SH"
2015-04-08,"600285.SH"
2015-04-08,"600293.SH"
2015-04-08,"600363.SH"
2015-04-08,"600438.SH"
2015-04-08,"600461.SH"
2015-04-08,"600475.SH"
2015-04-08,"600483.SH"
2015-04-08,"600503.SH"
2015-04-08,"600516.SH"
2015-04-08,"600522.SH"
2015-04-08,"600558.SH"
2015-04-08,"600575.SH"
2015-04-08,"600576.SH"
2015-04-08,"600584.SH"
2015-04-08,"600597.SH"
2015-04-08,"600599.SH"
2015-04-08,"600612.SH"
2015-04-08,"600614.SH"
2015-04-08,"600628.SH"
2015-04-08,"600649.SH"
2015-04-08,"600655.SH"
2015-04-08,"600667.SH"
2015-04-08,"600677.SH"
2015-04-08,"600679.SH"
2015-04-08,"600681.SH"
2015-04-08,"600689.SH"
2015-04-08,"600701.SH"
2015-04-08,"600719.SH"
2015-04-08,"600722.SH"
2015-04-08,"600725.SH"
2015-04-08,"600741.SH"
2015-04-08,"600745.SH"
2015-04-08,"600747.SH"
2015-04-08,"600748.SH"
2015-04-08,"600756.SH"
2015-04-08,"600777.SH"
2015-04-08,"600797.SH"
2015-04-08,"600806.SH"
2015-04-08,"600817.SH"
2015-04-08,"600827.SH"
2015-04-08,"600858.SH"
2015-04-08,"600866.SH"
2015-04-08,"600870.SH"
2015-04-08,"600894.SH"
2015-04-08,"600962.SH"
2015-04-08,"601588.SH"
2015-04-08,"601608.SH"
2015-04-08,"601888.SH"
2015-04-08,"601969.SH"
2015-04-08,"603003.SH"
2015-04-08,"603010.SH"
2015-04-08,"900905.SH"
2015-04-08,"900907.SH"
2015-04-08,"900916.SH"
2015-04-08,"900922.SH"
2015-04-08,"900923.SH"
2015-04-08,"900935.SH"
2015-04-08,"900945.SH"
2015-04-08,"900950.SH"
