"datetime","trade_code"
2015-04-01,"600196.SH"
2015-04-01,"600209.SH"
2015-04-01,"600221.SH"
2015-04-01,"600226.SH"
2015-04-01,"600232.SH"
2015-04-01,"600238.SH"
2015-04-01,"600246.SH"
2015-04-01,"600250.SH"
2015-04-01,"600258.SH"
2015-04-01,"600271.SH"
2015-04-01,"600285.SH"
2015-04-01,"600293.SH"
2015-04-01,"600337.SH"
2015-04-01,"600438.SH"
2015-04-01,"600461.SH"
2015-04-01,"600475.SH"
2015-04-01,"600481.SH"
2015-04-01,"600483.SH"
2015-04-01,"600498.SH"
2015-04-01,"600503.SH"
2015-04-01,"600516.SH"
2015-04-01,"600522.SH"
2015-04-01,"600558.SH"
2015-04-01,"600575.SH"
2015-04-01,"600576.SH"
2015-04-01,"600597.SH"
2015-04-01,"600599.SH"
2015-04-01,"600614.SH"
2015-04-01,"600637.SH"
2015-04-01,"600649.SH"
2015-04-01,"600654.SH"
2015-04-01,"600667.SH"
2015-04-01,"600677.SH"
2015-04-01,"600679.SH"
2015-04-01,"600681.SH"
2015-04-01,"600689.SH"
2015-04-01,"600701.SH"
2015-04-01,"600719.SH"
2015-04-01,"600722.SH"
2015-04-01,"600725.SH"
2015-04-01,"600741.SH"
2015-04-01,"600745.SH"
2015-04-01,"600747.SH"
2015-04-01,"600748.SH"
2015-04-01,"600756.SH"
2015-04-01,"600759.SH"
2015-04-01,"600777.SH"
2015-04-01,"600797.SH"
2015-04-01,"600806.SH"
2015-04-01,"600807.SH"
2015-04-01,"600817.SH"
2015-04-01,"600827.SH"
2015-04-01,"600832.SH"
2015-04-01,"600858.SH"
2015-04-01,"600866.SH"
2015-04-01,"600870.SH"
2015-04-01,"600894.SH"
2015-04-01,"600962.SH"
2015-04-01,"601299.SH"
2015-04-01,"601588.SH"
2015-04-01,"601608.SH"
2015-04-01,"601766.SH"
2015-04-01,"601888.SH"
2015-04-01,"603003.SH"
2015-04-01,"603010.SH"
2015-04-01,"900907.SH"
2015-04-01,"900916.SH"
2015-04-01,"900922.SH"
2015-04-01,"900923.SH"
2015-04-01,"900935.SH"
2015-04-01,"900945.SH"
2015-04-01,"900950.SH"
