"datetime","trade_code"
2015-03-31,"002464.SZ"
2015-03-31,"002473.SZ"
2015-03-31,"002476.SZ"
2015-03-31,"002491.SZ"
2015-03-31,"002498.SZ"
2015-03-31,"002509.SZ"
2015-03-31,"002512.SZ"
2015-03-31,"002513.SZ"
2015-03-31,"002517.SZ"
2015-03-31,"002520.SZ"
2015-03-31,"002529.SZ"
2015-03-31,"002548.SZ"
2015-03-31,"002553.SZ"
2015-03-31,"002555.SZ"
2015-03-31,"002558.SZ"
2015-03-31,"002565.SZ"
2015-03-31,"002569.SZ"
2015-03-31,"002596.SZ"
2015-03-31,"002598.SZ"
2015-03-31,"002602.SZ"
2015-03-31,"002607.SZ"
2015-03-31,"002611.SZ"
2015-03-31,"002612.SZ"
2015-03-31,"002617.SZ"
2015-03-31,"002624.SZ"
2015-03-31,"002630.SZ"
2015-03-31,"002637.SZ"
2015-03-31,"002645.SZ"
2015-03-31,"002656.SZ"
2015-03-31,"002659.SZ"
2015-03-31,"002660.SZ"
2015-03-31,"002672.SZ"
2015-03-31,"002675.SZ"
2015-03-31,"002680.SZ"
2015-03-31,"002691.SZ"
2015-03-31,"002711.SZ"
2015-03-31,"002712.SZ"
2015-03-31,"002717.SZ"
2015-03-31,"002721.SZ"
2015-03-31,"002722.SZ"
2015-03-31,"002728.SZ"
2015-03-31,"200012.SZ"
2015-03-31,"200053.SZ"
2015-03-31,"200160.SZ"
2015-03-31,"200541.SZ"
2015-03-31,"200625.SZ"
2015-03-31,"300001.SZ"
2015-03-31,"300008.SZ"
2015-03-31,"300022.SZ"
2015-03-31,"300025.SZ"
2015-03-31,"300030.SZ"
2015-03-31,"300034.SZ"
2015-03-31,"300036.SZ"
2015-03-31,"300038.SZ"
2015-03-31,"300040.SZ"
2015-03-31,"300053.SZ"
2015-03-31,"300059.SZ"
2015-03-31,"300063.SZ"
2015-03-31,"300065.SZ"
2015-03-31,"300069.SZ"
2015-03-31,"300073.SZ"
2015-03-31,"300078.SZ"
2015-03-31,"300081.SZ"
2015-03-31,"300088.SZ"
2015-03-31,"300090.SZ"
2015-03-31,"300095.SZ"
2015-03-31,"300098.SZ"
2015-03-31,"300101.SZ"
2015-03-31,"300110.SZ"
2015-03-31,"300116.SZ"
2015-03-31,"300118.SZ"
2015-03-31,"300126.SZ"
2015-03-31,"300130.SZ"
2015-03-31,"300141.SZ"
2015-03-31,"300168.SZ"
2015-03-31,"300174.SZ"
2015-03-31,"300177.SZ"
2015-03-31,"300181.SZ"
2015-03-31,"300183.SZ"
2015-03-31,"300186.SZ"
2015-03-31,"300192.SZ"
2015-03-31,"300201.SZ"
2015-03-31,"300213.SZ"
2015-03-31,"300220.SZ"
2015-03-31,"300222.SZ"
2015-03-31,"300232.SZ"
2015-03-31,"300233.SZ"
2015-03-31,"300241.SZ"
2015-03-31,"300242.SZ"
2015-03-31,"300243.SZ"
2015-03-31,"300269.SZ"
2015-03-31,"300271.SZ"
2015-03-31,"300274.SZ"
2015-03-31,"300278.SZ"
2015-03-31,"300298.SZ"
2015-03-31,"300308.SZ"
2015-03-31,"300316.SZ"
2015-03-31,"300322.SZ"
2015-03-31,"300339.SZ"
2015-03-31,"300348.SZ"
2015-03-31,"300349.SZ"
2015-03-31,"300362.SZ"
2015-03-31,"300366.SZ"
2015-03-31,"300367.SZ"
2015-03-31,"300368.SZ"
2015-03-31,"300379.SZ"
2015-03-31,"300390.SZ"
2015-03-31,"300396.SZ"
2015-03-31,"600053.SH"
2015-03-31,"600062.SH"
2015-03-31,"600076.SH"
2015-03-31,"600083.SH"
2015-03-31,"600086.SH"
2015-03-31,"600090.SH"
2015-03-31,"600129.SH"
2015-03-31,"600136.SH"
2015-03-31,"600155.SH"
2015-03-31,"600157.SH"
2015-03-31,"600172.SH"
2015-03-31,"600179.SH"
2015-03-31,"600191.SH"
2015-03-31,"600196.SH"
2015-03-31,"600209.SH"
2015-03-31,"600221.SH"
2015-03-31,"600226.SH"
2015-03-31,"600232.SH"
2015-03-31,"600238.SH"
2015-03-31,"600246.SH"
2015-03-31,"600250.SH"
2015-03-31,"600258.SH"
2015-03-31,"600271.SH"
2015-03-31,"600285.SH"
2015-03-31,"600293.SH"
2015-03-31,"600337.SH"
2015-03-31,"600438.SH"
2015-03-31,"600461.SH"
2015-03-31,"600475.SH"
2015-03-31,"600481.SH"
2015-03-31,"600483.SH"
2015-03-31,"600490.SH"
2015-03-31,"600498.SH"
2015-03-31,"600503.SH"
2015-03-31,"600516.SH"
2015-03-31,"600522.SH"
2015-03-31,"600552.SH"
2015-03-31,"600558.SH"
2015-03-31,"600575.SH"
2015-03-31,"600576.SH"
2015-03-31,"600597.SH"
2015-03-31,"600599.SH"
2015-03-31,"600614.SH"
2015-03-31,"600637.SH"
2015-03-31,"600649.SH"
2015-03-31,"600654.SH"
2015-03-31,"600667.SH"
2015-03-31,"600677.SH"
2015-03-31,"600679.SH"
2015-03-31,"600681.SH"
2015-03-31,"600701.SH"
2015-03-31,"600719.SH"
2015-03-31,"600722.SH"
2015-03-31,"600725.SH"
2015-03-31,"600741.SH"
2015-03-31,"600745.SH"
2015-03-31,"600747.SH"
2015-03-31,"600748.SH"
2015-03-31,"600756.SH"
2015-03-31,"600759.SH"
2015-03-31,"600777.SH"
2015-03-31,"600797.SH"
2015-03-31,"600806.SH"
2015-03-31,"600807.SH"
2015-03-31,"600817.SH"
2015-03-31,"600827.SH"
2015-03-31,"600832.SH"
2015-03-31,"600858.SH"
2015-03-31,"600866.SH"
2015-03-31,"600870.SH"
2015-03-31,"600894.SH"
2015-03-31,"600962.SH"
2015-03-31,"601299.SH"
2015-03-31,"601588.SH"
2015-03-31,"601608.SH"
2015-03-31,"601766.SH"
2015-03-31,"601888.SH"
2015-03-31,"603003.SH"
2015-03-31,"603010.SH"
2015-03-31,"900907.SH"
2015-03-31,"900916.SH"
2015-03-31,"900923.SH"
2015-03-31,"900935.SH"
2015-03-31,"900945.SH"
2015-03-31,"900950.SH"
