"datetime","trade_code"
2015-04-03,"002423.SZ"
2015-04-03,"002442.SZ"
2015-04-03,"002446.SZ"
2015-04-03,"002458.SZ"
2015-04-03,"002464.SZ"
2015-04-03,"002473.SZ"
2015-04-03,"002476.SZ"
2015-04-03,"002491.SZ"
2015-04-03,"002498.SZ"
2015-04-03,"002502.SZ"
2015-04-03,"002509.SZ"
2015-04-03,"002512.SZ"
2015-04-03,"002513.SZ"
2015-04-03,"002517.SZ"
2015-04-03,"002520.SZ"
2015-04-03,"002529.SZ"
2015-04-03,"002548.SZ"
2015-04-03,"002549.SZ"
2015-04-03,"002553.SZ"
2015-04-03,"002555.SZ"
2015-04-03,"002558.SZ"
2015-04-03,"002565.SZ"
2015-04-03,"002569.SZ"
2015-04-03,"002596.SZ"
2015-04-03,"002598.SZ"
2015-04-03,"002602.SZ"
2015-04-03,"002607.SZ"
2015-04-03,"002611.SZ"
2015-04-03,"002612.SZ"
2015-04-03,"002617.SZ"
2015-04-03,"002624.SZ"
2015-04-03,"002630.SZ"
2015-04-03,"002637.SZ"
2015-04-03,"002645.SZ"
2015-04-03,"002656.SZ"
2015-04-03,"002659.SZ"
2015-04-03,"002660.SZ"
2015-04-03,"002672.SZ"
2015-04-03,"002675.SZ"
2015-04-03,"002680.SZ"
2015-04-03,"002691.SZ"
2015-04-03,"002707.SZ"
2015-04-03,"002711.SZ"
2015-04-03,"002712.SZ"
2015-04-03,"002717.SZ"
2015-04-03,"002721.SZ"
2015-04-03,"002722.SZ"
2015-04-03,"002728.SZ"
2015-04-03,"200012.SZ"
2015-04-03,"200024.SZ"
2015-04-03,"200053.SZ"
2015-04-03,"200160.SZ"
2015-04-03,"200168.SZ"
2015-04-03,"200625.SZ"
2015-04-03,"300001.SZ"
2015-04-03,"300008.SZ"
2015-04-03,"300010.SZ"
2015-04-03,"300022.SZ"
2015-04-03,"300023.SZ"
2015-04-03,"300025.SZ"
2015-04-03,"300030.SZ"
2015-04-03,"300034.SZ"
2015-04-03,"300036.SZ"
2015-04-03,"300038.SZ"
2015-04-03,"300040.SZ"
2015-04-03,"300053.SZ"
2015-04-03,"300059.SZ"
2015-04-03,"300063.SZ"
2015-04-03,"300065.SZ"
2015-04-03,"300073.SZ"
2015-04-03,"300078.SZ"
2015-04-03,"300081.SZ"
2015-04-03,"300085.SZ"
2015-04-03,"300090.SZ"
2015-04-03,"300095.SZ"
2015-04-03,"300098.SZ"
2015-04-03,"300101.SZ"
2015-04-03,"300110.SZ"
2015-04-03,"300116.SZ"
2015-04-03,"300118.SZ"
2015-04-03,"300121.SZ"
2015-04-03,"300126.SZ"
2015-04-03,"300130.SZ"
2015-04-03,"300141.SZ"
2015-04-03,"300174.SZ"
2015-04-03,"300177.SZ"
2015-04-03,"300181.SZ"
2015-04-03,"300183.SZ"
2015-04-03,"300186.SZ"
2015-04-03,"300192.SZ"
2015-04-03,"300201.SZ"
2015-04-03,"300213.SZ"
2015-04-03,"300220.SZ"
2015-04-03,"300222.SZ"
2015-04-03,"300232.SZ"
2015-04-03,"300233.SZ"
2015-04-03,"300241.SZ"
2015-04-03,"300242.SZ"
2015-04-03,"300243.SZ"
2015-04-03,"300269.SZ"
2015-04-03,"300271.SZ"
2015-04-03,"300274.SZ"
2015-04-03,"300278.SZ"
2015-04-03,"300298.SZ"
2015-04-03,"300308.SZ"
2015-04-03,"300316.SZ"
2015-04-03,"300322.SZ"
2015-04-03,"300339.SZ"
2015-04-03,"300348.SZ"
2015-04-03,"300349.SZ"
2015-04-03,"300353.SZ"
2015-04-03,"300362.SZ"
2015-04-03,"300366.SZ"
2015-04-03,"300367.SZ"
2015-04-03,"300368.SZ"
2015-04-03,"300379.SZ"
2015-04-03,"300390.SZ"
2015-04-03,"300396.SZ"
2015-04-03,"300415.SZ"
2015-04-03,"600036.SH"
2015-04-03,"600053.SH"
2015-04-03,"600062.SH"
2015-04-03,"600076.SH"
2015-04-03,"600083.SH"
2015-04-03,"600086.SH"
2015-04-03,"600090.SH"
2015-04-03,"600107.SH"
2015-04-03,"600129.SH"
2015-04-03,"600136.SH"
2015-04-03,"600155.SH"
2015-04-03,"600157.SH"
2015-04-03,"600172.SH"
2015-04-03,"600179.SH"
2015-04-03,"600191.SH"
2015-04-03,"600196.SH"
2015-04-03,"600209.SH"
2015-04-03,"600221.SH"
2015-04-03,"600226.SH"
2015-04-03,"600232.SH"
2015-04-03,"600238.SH"
2015-04-03,"600246.SH"
2015-04-03,"600250.SH"
2015-04-03,"600258.SH"
2015-04-03,"600271.SH"
2015-04-03,"600285.SH"
2015-04-03,"600293.SH"
2015-04-03,"600380.SH"
2015-04-03,"600438.SH"
2015-04-03,"600461.SH"
2015-04-03,"600475.SH"
2015-04-03,"600483.SH"
2015-04-03,"600498.SH"
2015-04-03,"600503.SH"
2015-04-03,"600516.SH"
2015-04-03,"600522.SH"
2015-04-03,"600558.SH"
2015-04-03,"600575.SH"
2015-04-03,"600576.SH"
2015-04-03,"600597.SH"
2015-04-03,"600599.SH"
2015-04-03,"600612.SH"
2015-04-03,"600614.SH"
2015-04-03,"600637.SH"
2015-04-03,"600649.SH"
2015-04-03,"600667.SH"
2015-04-03,"600677.SH"
2015-04-03,"600679.SH"
2015-04-03,"600681.SH"
2015-04-03,"600689.SH"
2015-04-03,"600701.SH"
2015-04-03,"600719.SH"
2015-04-03,"600722.SH"
2015-04-03,"600725.SH"
2015-04-03,"600741.SH"
2015-04-03,"600745.SH"
2015-04-03,"600747.SH"
2015-04-03,"600748.SH"
2015-04-03,"600756.SH"
2015-04-03,"600759.SH"
2015-04-03,"600777.SH"
2015-04-03,"600797.SH"
2015-04-03,"600806.SH"
2015-04-03,"600817.SH"
2015-04-03,"600827.SH"
2015-04-03,"600832.SH"
2015-04-03,"600858.SH"
2015-04-03,"600866.SH"
2015-04-03,"600870.SH"
2015-04-03,"600894.SH"
2015-04-03,"600898.SH"
2015-04-03,"600962.SH"
2015-04-03,"601299.SH"
2015-04-03,"601588.SH"
2015-04-03,"601608.SH"
2015-04-03,"601766.SH"
2015-04-03,"601888.SH"
2015-04-03,"603003.SH"
2015-04-03,"603010.SH"
2015-04-03,"900905.SH"
2015-04-03,"900907.SH"
2015-04-03,"900916.SH"
2015-04-03,"900922.SH"
2015-04-03,"900923.SH"
2015-04-03,"900935.SH"
2015-04-03,"900945.SH"
2015-04-03,"900950.SH"
