trade_code,weight
000883.SZ,0.034773598
600578.SH,0.020684305
600023.SH,0.016491638
000027.SZ,0.024716412
600674.SH,0.058082774
002399.SZ,0.015230197
002422.SZ,0.02801765
600276.SH,0.083436545
002001.SZ,0.018727433
600079.SH,0.034942225
002653.SZ,0.018193887
600267.SH,0.020966868
002294.SZ,0.018253625
600395.SH,0.016130455
601225.SH,0.03261205
600348.SH,0.024777488
600188.SH,0.013587237
600157.SH,0.027573747
000937.SZ,0.015836978
601898.SH,0.027708256
000983.SZ,0.031223622
601699.SH,0.025958624
600741.SH,0.04936905
000156.SZ,0.010519015
601098.SH,0.026599663
002292.SZ,0.015789211
600373.SH,0.01527896
600827.SH,0.033207881
000963.SZ,0.032322338
600085.SH,0.043077573
600535.SH,0.068934711
000999.SZ,0.024796669
002603.SZ,0.015302147
600436.SH,0.020569882
600655.SH,0.029845042
002416.SZ,0.006462242
