"","datetime","cap","return","cash","stockcap","IFcap","lowestcap","return2"
"1","2010-05-04",3e+07,0,3e+07,0,0,3e+07,NA
"2","2010-05-05",30583603.83885,0.0194534612949999,6191772.83885,24391831,0,29482283.83885,NA
"3","2010-05-06",29656715.83885,-0.0303066965189559,6191772.83885,23464943,0,29564795.83885,NA
"4","2010-05-07",29418188.83885,-0.00804293372523512,6191772.83885,23226416,0,28776650.83885,NA
"5","2010-05-10",29312089.83885,-0.00360657824930011,6191772.83885,23120317,0,28640369.83885,NA
"6","2010-05-11",28628138.83885,-0.023333409653156,6191772.83885,22436366,0,28471977.83885,NA
"7","2010-05-12",28213262.83885,-0.0144918956253276,6191772.83885,22021490,0,27682987.83885,NA
"8","2010-05-13",28831712.83885,0.021920541538655,6191772.83885,22639940,0,27873729.83885,NA
"9","2010-05-14",28928748.83885,0.00336559955845717,6191772.83885,22736976,0,28468288.83885,NA
"10","2010-05-17",27652311.83885,-0.0441234775520538,6191772.83885,21460539,0,27518826.83885,NA
"11","2010-05-18",27822805.83885,0.00616563276855797,6191772.83885,21631033,0,27068077.83885,NA
"12","2010-05-19",27846877.83885,0.00086518951896597,6191772.83885,21655105,0,27361303.83885,NA
"13","2010-05-20",27581383.83885,-0.00953406703388493,6191772.83885,21389611,0,27348451.83885,NA
"14","2010-05-21",27937446.83885,0.0129095408004316,6191772.83885,21745674,0,26853008.83885,NA
"15","2010-05-24",28797720.83885,0.0307928639636352,6191772.83885,22605948,0,28034352.83885,NA
"16","2010-05-25",28521557.83885,-0.00958975196493461,6191772.83885,22329785,0,28245657.83885,NA
"17","2010-05-26",28425730.83885,-0.00335980946557801,6191772.83885,22233958,0,28152214.83885,NA
"18","2010-05-27",28658736.83885,0.00819701000199258,6191772.83885,22466964,0,28023738.83885,NA
"19","2010-05-28",28806343.83885,0.00515050613814583,6191772.83885,22614571,0,28454622.83885,NA
"20","2010-05-31",28242372.83885,-0.0195780138970428,6191772.83885,22050600,0,28109068.83885,NA
"21","2010-06-01",27852582.83885,-0.0138016023732895,6191772.83885,21660810,0,27399835.83885,-0.0892968995540943
"22","2010-06-02",28046032.48845,0.00694548332265144,5542426.48845,22503606,0,27436161.48845,NA
"23","2010-06-03",27847740.48845,-0.00707023355555414,5542426.48845,22305314,0,27715001.48845,NA
"24","2010-06-04",27952955.48845,0.00377822394759963,5542426.48845,22410529,0,27477347.48845,NA
"25","2010-06-07",27661382.48845,-0.0104308469321062,5542426.48845,22118956,0,27279627.48845,NA
"26","2010-06-08",27779268.48845,0.00426175373010462,5542426.48845,22236842,0,27436296.48845,NA
"27","2010-06-09",28363604.48845,0.0210349671461996,5542426.48845,22821178,0,27617514.48845,NA
"28","2010-06-10",28206217.48845,-0.00554890687691301,5542426.48845,22663791,0,28024918.48845,NA
"29","2010-06-11",28307905.48845,0.00360516258664023,5542426.48845,22765479,0,28047160.48845,NA
"30","2010-06-17",28151736.48845,-0.00551679812777806,5542426.48845,22609310,0,28062489.48845,NA
"31","2010-06-18",27614684.48845,-0.0190770469956744,5542426.48845,22072258,0,27442019.48845,NA
"32","2010-06-21",28257789.48845,0.0232885152198274,5542426.48845,22715363,0,27379125.48845,NA
"33","2010-06-22",28300648.48845,0.00151671453343938,5542426.48845,22758222,0,28033812.48845,NA
"34","2010-06-23",28142326.48845,-0.00559428876919954,5542426.48845,22599900,0,27838149.48845,NA
"35","2010-06-24",28104938.48845,-0.00132853266468014,5542426.48845,22562512,0,27848096.48845,NA
"36","2010-06-25",27850281.48845,-0.0090609342591037,5542426.48845,22307855,0,27613463.48845,NA
"37","2010-06-28",27663504.48845,-0.00670646722466561,5542426.48845,22121078,0,27462153.48845,NA
"38","2010-06-29",26617622.48845,-0.0378072850616838,5542426.48845,21075196,0,26431535.48845,NA
"39","2010-06-30",26303629.48845,-0.0117964329885679,5542426.48845,20761203,0,25943850.48845,NA
"40","2010-07-01",26055897.48845,-0.00941816794175798,5542426.48845,20513471,0,25871966.48845,-0.070959591194212
"41","2010-07-02",26047558.26295,-0.000320051362794005,5148573.26295,20898985,0,25161266.26295,NA
"42","2010-07-05",25864228.26295,-0.00703827967862802,5148573.26295,20715655,0,25327350.26295,NA
"43","2010-07-06",26316677.26295,0.017493234106974,5148573.26295,21168104,0,25678125.26295,NA
"44","2010-07-07",26481700.26295,0.00627066245298114,5148573.26295,21333127,0,26084637.26295,NA
"45","2010-07-08",26431449.26295,-0.00189757453264072,5148573.26295,21282876,0,26263395.26295,NA
"46","2010-07-09",27198973.26295,0.0290382866396912,5148573.26295,22050400,0,26227591.26295,NA
"47","2010-07-12",27531295.26295,0.0122181817963212,5148573.26295,22382722,0,27022612.26295,NA
"48","2010-07-13",27050701.26295,-0.0174562800409451,5148573.26295,21902128,0,26805514.26295,NA
"49","2010-07-14",27325819.26295,0.0101704572212631,5148573.26295,22177246,0,27021859.26295,NA
"50","2010-07-15",26887825.26295,-0.0160285770679109,5148573.26295,21739252,0,26787784.26295,NA
"51","2010-07-16",27096871.26295,0.00777474555698099,5148573.26295,21948298,0,26518618.26295,NA
"52","2010-07-19",27714927.26295,0.0228091278141429,5148573.26295,22566354,0,26706674.26295,NA
"53","2010-07-20",28330362.26295,0.0222059034887936,5148573.26295,23181789,0,27653685.26295,NA
"54","2010-07-21",28408674.26295,0.00276424280329146,5148573.26295,23260101,0,28083149.26295,NA
"55","2010-07-22",28729869.26295,0.0113062298165352,5148573.26295,23581296,0,28195164.26295,NA
