证券代码,证券名称,证券公司,资金账号,账号名称,买卖标记,已撤数量,委托价格,成交数量,委托量,合同编号,委托状态,委托时间,成交均价,交易参数
600348,阳泉煤业,方正证券,20818443_00,证券被动投资01,限价,0,9.56,3000,3000,1081,已成,9:27:44,9.55,
600663,陆家嘴,方正证券,20818443_00,证券被动投资01,限价,0,37.49,1100,1100,1080,已成,9:27:44,37.3,
600079,人福医药,方正证券,20818443_00,证券被动投资01,限价,0,34.83,1400,1400,1079,已成,9:27:44,34.7,
603993,洛阳钼业,方正证券,20818443_00,证券被动投资01,限价,0,12.95,700,700,1078,已成,9:27:44,12.9,
917,电广传媒,方正证券,20818443_00,证券被动投资01,限价,2100,22.5,0,2100,1077,已撤,9:27:44,0,
601600,中国铝业,方正证券,20818443_00,证券被动投资01,限价,0,6.16,7700,7700,1076,已成,9:27:44,6.14,
600664,哈药股份,方正证券,20818443_00,证券被动投资01,限价,0,10.01,4800,4800,1074,已成,9:27:44,10.01,
2470,金正大,方正证券,20818443_00,证券被动投资01,限价,0,38.62,700,700,1073,已成,9:27:44,38.46,
402,金 融 街,方正证券,20818443_00,证券被动投资01,限价,0,10.51,11300,11300,1070,已成,9:27:43,10.5,
600372,中航电子,方正证券,20818443_00,证券被动投资01,限价,0,30.12,1200,1200,1067,已成,9:27:43,30.1,
